State,County,Rep. Pres. Vote %,Dem. Pres. Vote %,Rep. House Vote %,Dem. House Vote %,Rep. Senate Vote %,Dem. Senate Vote %,Avg. Rep. Vote %,Avg. Dem. Vote %,Higher Avg. %
North Carolina,pender,63.26,33.54,66.05,33.95,62.64,33.13,63.67,33.0,63.67
North Carolina,rockingham,63.46,33.65,66.05,33.95,62.45,33.88,63.67,33.0,63.67
Ohio,jefferson,65.58,30.05,66.95,33.05,60.49,33.3,63.67,32.0,63.67
Ohio,medina,59.98,35.22,67.28,30.64,65.94,28.85,63.67,31.0,63.67
Pennsylvania,schuylkill,69.99,26.67,62.2,37.8,60.77,31.45,63.67,31.33,63.67
Wisconsin,crawford,49.64,44.23,0.09,99.23,47.98,48.46,32.0,63.67,63.67
Wisconsin,vernon,49.22,44.69,0.05,99.94,47.53,48.77,32.0,63.67,63.67
Wisconsin,waupaca,62.21,32.43,66.96,32.93,63.0,33.09,63.67,32.33,63.67
Colorado,costilla,31.82,60.88,29.65,65.54,30.01,65.06,30.0,63.33,63.33
Indiana,bartholomew,63.53,30.29,68.71,27.08,59.08,35.21,63.33,30.67,63.33
Indiana,boone,61.08,31.64,68.21,27.5,61.88,32.8,63.33,30.0,63.33
Indiana,knox,71.39,24.31,68.54,27.18,51.6,43.05,63.33,31.33,63.33
Indiana,orange,70.84,25.0,58.14,36.94,62.46,34.0,63.33,31.67,63.33
Indiana,posey,67.41,28.24,67.66,28.29,56.41,38.82,63.33,31.33,63.33
Iowa,johnson,27.35,65.25,31.52,68.33,38.64,57.06,32.0,63.33,63.33
Iowa,mitchell,58.89,34.85,64.26,35.68,68.41,28.56,63.33,32.33,63.33
Iowa,union,60.44,32.96,63.34,30.41,67.76,28.14,63.33,30.0,63.33
Maryland,cecil,63.77,30.15,66.55,27.63,61.91,34.16,63.33,30.33,63.33
Nevada,nye,68.0,26.0,63.31,25.56,59.97,27.13,63.33,26.0,63.33
North Carolina,brunswick,62.5,34.06,66.72,33.28,62.57,33.24,63.33,33.33,63.33
North Carolina,halifax,35.88,62.57,31.93,66.67,35.93,62.4,33.67,63.33,63.33
North Carolina,northampton,36.37,62.39,32.54,66.21,36.11,62.37,34.67,63.33,63.33
North Carolina,pamlico,61.98,35.63,68.44,31.56,61.95,35.01,63.33,33.67,63.33
Ohio,pike,66.52,29.79,62.48,37.11,62.99,32.88,63.33,32.67,63.33
Ohio,ross,61.4,34.09,66.57,33.12,63.83,31.5,63.33,32.67,63.33
Pennsylvania,cambria,67.0,29.91,65.52,34.48,58.9,34.9,63.33,32.33,63.33
South Carolina,lee,34.37,63.74,33.24,65.2,35.72,62.96,34.0,63.33,63.33
Utah,tooele,51.17,20.95,68.56,24.61,71.34,23.08,63.33,22.33,63.33
Wisconsin,kewaunee,61.5,33.68,67.89,32.09,62.05,34.35,63.33,33.0,63.33
Alabama,houston,72.07,25.01,45.36,36.65,72.89,26.82,63.0,29.0,63.0
Florida,putnam,66.85,30.48,58.73,36.39,65.58,30.26,63.0,32.0,63.0
Illinois,schuyler,65.94,28.08,73.98,25.84,51.79,42.96,63.0,31.67,63.0
Indiana,dubois,66.88,26.97,67.89,27.4,56.03,39.08,63.0,30.67,63.0
Iowa,benton,59.46,33.79,62.56,37.27,68.33,27.85,63.0,32.33,63.0
Nevada,storey,63.17,29.4,66.72,27.99,60.98,31.12,63.0,29.0,63.0
Utah,cache,45.8,18.55,68.9,3.86,76.58,19.0,63.0,13.33,63.0
Wisconsin,clark,63.59,31.09,67.93,32.07,59.82,35.36,63.0,32.67,63.0
Arizona,yavapai,62.32,31.1,65.34,32.26,61.09,31.0,62.67,31.33,62.67
Illinois,monroe,65.25,28.6,66.72,29.3,57.04,39.08,62.67,32.0,62.67
Illinois,montgomery,66.5,27.0,70.81,28.96,52.48,42.28,62.67,32.33,62.67
Indiana,elkhart,63.79,31.6,66.53,30.11,59.44,35.42,62.67,32.0,62.67
Indiana,harrison,69.74,25.77,58.71,36.43,61.51,35.37,62.67,32.0,62.67
Indiana,warrick,64.59,30.71,66.57,29.24,58.2,37.41,62.67,32.0,62.67
Iowa,appanoose,65.73,29.56,55.62,44.28,68.55,28.11,62.67,33.67,62.67
Iowa,iowa,58.46,34.64,62.92,36.88,68.7,27.69,62.67,32.33,62.67
Missouri,howard,67.32,26.36,66.82,27.74,55.25,39.88,62.67,30.67,62.67
North Carolina,beaufort,60.75,36.61,68.1,31.9,60.6,35.72,62.67,34.0,62.67
North Carolina,bertie,36.97,61.82,31.49,67.32,37.53,60.87,34.67,62.67,62.67
South Carolina,greenwood,58.97,37.24,65.23,34.7,65.13,33.68,62.67,34.67,62.67
South Dakota,lake,59.5,34.1,60.68,39.32,69.72,30.28,62.67,34.33,62.67
Utah,davis,44.95,20.79,70.71,23.19,74.46,20.6,62.67,21.0,62.67
Wisconsin,waushara,63.91,31.6,62.12,31.65,63.67,32.21,62.67,31.33,62.67
Florida,desoto,62.65,34.95,61.3,35.06,64.2,31.39,62.33,33.33,62.33
Illinois,jefferson,68.8,26.03,67.05,26.69,52.95,41.58,62.33,31.0,62.33
Illinois,randolph,70.61,24.23,65.96,31.0,52.61,43.72,62.33,32.67,62.33
Illinois,union,67.82,28.14,70.7,25.03,50.16,45.56,62.33,32.67,62.33
Indiana,starke,69.01,26.98,64.91,30.84,54.17,38.1,62.33,31.33,62.33
Iowa,winnebago,59.56,33.37,60.66,39.21,68.36,27.6,62.33,33.0,62.33
Missouri,cass,64.91,29.12,69.61,26.25,54.12,40.55,62.33,31.67,62.33
Missouri,pemiscot,65.77,32.3,63.93,34.18,59.38,37.63,62.33,34.33,62.33
New York,albany,34.19,59.41,22.94,64.38,20.97,64.99,25.33,62.33,62.33
North Carolina,henderson,61.55,34.08,65.89,34.11,61.71,34.42,62.33,34.0,62.33
North Carolina,yancey,64.11,32.09,63.14,36.86,60.2,36.05,62.33,34.67,62.33
Oklahoma,muskogee,62.12,32.94,63.66,31.05,62.91,31.04,62.33,31.33,62.33
Pennsylvania,columbia,63.78,31.65,67.11,32.89,57.97,34.94,62.33,32.33,62.33
South Carolina,kershaw,60.5,35.63,61.6,36.18,66.29,32.01,62.33,34.33,62.33
Washington,pend oreille,64.29,28.43,64.27,35.73,59.6,40.4,62.33,34.33,62.33
Wisconsin,dodge,61.87,32.43,64.27,30.79,62.73,34.19,62.33,32.0,62.33
Wisconsin,rusk,64.4,30.63,63.98,35.95,60.47,34.93,62.33,33.0,62.33
Wisconsin,vilas,60.01,35.04,66.49,33.44,61.13,35.72,62.33,34.33,62.33
Arizona,graham,66.14,27.2,56.96,36.6,64.48,27.37,62.0,30.0,62.0
Florida,charlotte,62.48,34.7,61.58,33.36,63.21,31.72,62.0,32.67,62.0
Illinois,williamson,67.72,26.94,68.92,25.84,51.58,43.37,62.0,31.33,62.0
Kentucky,wolfe,68.46,28.58,68.94,31.06,50.76,49.24,62.0,36.0,62.0
Maryland,howard,29.28,63.26,34.02,62.56,35.11,61.33,32.67,62.0,62.0
North Carolina,vance,36.7,61.22,33.41,64.55,37.25,61.01,35.33,62.0,62.0
South Carolina,lancaster,60.91,35.47,62.81,35.06,64.67,33.7,62.0,34.33,62.0
South Dakota,bennett,57.96,35.86,63.25,36.75,66.49,33.51,62.0,34.67,62.0
Alabama,montgomery,35.46,61.45,34.43,63.21,38.55,61.27,35.67,61.67,61.67
Arizona,gila,63.56,31.39,62.33,35.37,60.77,30.95,61.67,32.0,61.67
Arkansas,faulkner,61.75,30.78,65.73,28.62,59.1,35.87,61.67,31.0,61.67
Florida,indian river,60.77,36.3,65.67,31.12,60.92,35.77,61.67,34.0,61.67
Indiana,spencer,65.86,28.67,65.51,30.62,55.3,40.07,61.67,32.67,61.67
Iowa,allamakee,59.12,34.97,61.13,38.67,65.52,30.75,61.67,34.0,61.67
Iowa,hamilton,58.01,35.43,60.67,39.16,67.49,28.48,61.67,34.0,61.67
Louisiana,de soto,59.76,38.26,66.97,31.31,60.54,38.08,61.67,35.67,61.67
Maryland,worcester,60.87,34.5,65.55,30.77,60.5,36.61,61.67,33.33,61.67
Missouri,johnson,64.92,28.06,67.63,26.78,54.88,39.3,61.67,31.0,61.67
Ohio,cuyahoga,30.51,65.96,35.13,64.87,38.4,56.66,34.33,61.67,61.67
Pennsylvania,montour,61.8,33.39,65.83,34.17,59.25,33.89,61.67,33.33,61.67
Pennsylvania,union,60.81,35.38,65.07,34.93,60.39,34.81,61.67,34.33,61.67
South Dakota,mellette,58.86,34.85,60.46,39.54,67.44,32.56,61.67,35.0,61.67
Wisconsin,forest,61.41,34.89,66.16,33.79,58.27,37.16,61.67,34.67,61.67
Alabama,talladega,61.71,36.28,62.85,37.07,61.76,38.16,61.33,37.0,61.33
Florida,lee,58.68,38.27,63.88,35.6,63.63,32.5,61.33,35.0,61.33
Illinois,tazewell,60.1,32.12,65.48,34.42,59.84,33.07,61.33,33.0,61.33
Iowa,monroe,68.25,27.32,52.23,47.63,64.06,33.36,61.33,35.67,61.33
Kansas,harvey,58.11,33.98,61.91,29.81,65.97,28.48,61.33,30.0,61.33
Louisiana,pointe coupee,57.72,40.51,69.25,28.37,58.61,39.34,61.33,35.67,61.33
Missouri,lafayette,69.21,25.53,60.39,36.5,55.54,38.76,61.33,33.0,61.33
North Carolina,craven,59.0,37.51,66.31,33.69,59.69,36.48,61.33,35.33,61.33
Oklahoma,comanche,58.91,35.2,65.46,30.7,61.71,29.75,61.33,31.33,61.33
Pennsylvania,pike,61.51,35.46,64.75,35.25,59.27,36.39,61.33,35.33,61.33
South Carolina,york,58.37,36.37,62.37,35.61,64.65,33.66,61.33,34.67,61.33
Wisconsin,burnett,61.9,33.72,63.19,36.81,60.45,36.55,61.33,35.0,61.33
Wisconsin,fond du lac,60.48,33.88,61.46,33.4,63.25,33.37,61.33,33.0,61.33
Wisconsin,grant,50.78,41.31,0.01,98.86,50.97,45.65,33.33,61.33,61.33
Alabama,lee,58.48,35.87,63.45,36.36,62.93,36.84,61.0,35.67,61.0
Florida,martin,62.02,35.18,63.05,33.57,58.18,39.35,61.0,35.67,61.0
Indiana,wayne,62.66,32.53,64.46,30.79,57.23,36.24,61.0,32.67,61.0
Iowa,buena vista,59.23,34.5,58.33,41.62,66.7,29.59,61.0,34.67,61.0
Iowa,greene,58.49,35.08,58.69,41.24,67.4,28.34,61.0,34.67,61.0
Iowa,worth,57.62,35.94,61.69,38.09,65.7,29.51,61.0,34.0,61.0
North Carolina,dare,58.44,36.83,66.4,33.6,59.31,37.62,61.0,35.33,61.0
Ohio,sandusky,58.18,35.41,60.62,39.38,65.44,27.93,61.0,33.67,61.0
South Carolina,berkeley,56.07,38.61,60.0,35.36,67.27,31.52,61.0,34.67,61.0
Wisconsin,calumet,57.59,36.2,65.83,34.17,61.93,34.55,61.0,34.67,61.0
Wisconsin,ozaukee,55.81,36.99,64.3,31.64,64.85,33.21,61.0,33.33,61.0
Wisconsin,polk,60.73,33.28,63.96,36.04,60.48,36.17,61.0,35.0,61.0
Alabama,henry,69.77,28.39,44.78,40.42,69.74,29.97,60.67,32.33,60.67
Florida,pasco,58.93,37.38,68.06,31.94,56.61,37.24,60.67,35.0,60.67
Illinois,franklin,70.1,25.26,64.12,30.56,48.49,46.54,60.67,33.67,60.67
Indiana,hamilton,56.66,37.12,67.37,28.43,59.73,35.88,60.67,33.33,60.67
Iowa,chickasaw,58.15,35.21,59.92,40.0,65.45,30.65,60.67,35.0,60.67
Iowa,clayton,58.24,35.46,60.54,39.34,64.92,30.84,60.67,34.67,60.67
Iowa,decatur,61.49,32.16,54.7,45.07,67.59,28.17,60.67,35.0,60.67
Iowa,henry,61.45,30.88,53.92,45.93,68.23,27.48,60.67,34.0,60.67
North Carolina,haywood,61.6,34.08,63.16,36.84,58.99,36.15,60.67,35.33,60.67
North Carolina,mecklenburg,32.89,62.29,38.89,61.11,37.06,59.25,35.67,60.67,60.67
Pennsylvania,carbon,65.13,31.05,60.6,39.4,57.98,35.75,60.67,35.0,60.67
South Carolina,richland,31.1,64.01,35.45,61.96,41.85,57.01,35.67,60.67,60.67
Wisconsin,dunn,52.0,40.86,0.06,99.94,52.38,43.51,34.67,60.67,60.67
Wisconsin,trempealeau,53.85,41.21,0.04,97.88,52.26,44.01,35.0,60.67,60.67
Wisconsin,walworth,56.21,36.45,66.84,26.62,60.54,36.1,60.67,32.67,60.67
Florida,hernando,62.87,33.9,61.69,34.84,58.02,35.39,60.33,34.0,60.33
Florida,marion,61.72,35.51,60.94,35.68,60.48,34.49,60.33,34.67,60.33
Iowa,louisa,61.28,32.91,54.68,45.15,66.88,28.93,60.33,35.0,60.33
Kansas,crawford,57.91,34.91,64.04,30.78,60.51,34.22,60.33,32.67,60.33
Kansas,leavenworth,58.21,33.69,63.82,29.23,60.42,33.6,60.33,31.67,60.33
North Carolina,montgomery,61.79,35.96,61.7,38.3,59.77,36.77,60.33,36.33,60.33
Ohio,clark,57.31,37.98,59.74,34.97,65.04,30.15,60.33,33.67,60.33
Oklahoma,cherokee,60.61,33.09,61.81,32.15,60.22,32.05,60.33,32.33,60.33
Pennsylvania,fayette,64.33,33.38,62.61,37.39,55.82,38.62,60.33,36.0,60.33
South Carolina,dorchester,55.92,38.45,59.47,35.78,67.54,31.32,60.33,34.67,60.33
South Carolina,edgefield,58.76,38.57,62.25,37.69,61.4,37.21,60.33,37.33,60.33
South Carolina,newberry,59.6,36.99,58.71,37.71,64.15,33.91,60.33,35.33,60.33
South Dakota,day,59.23,35.46,57.0,43.0,65.36,34.64,60.33,37.33,60.33
Arizona,cochise,56.17,34.89,68.01,31.73,56.41,36.01,60.0,33.67,60.0
Arkansas,conway,61.17,33.51,63.46,32.32,56.97,39.12,60.0,34.67,60.0
Florida,escambia,58.25,37.69,60.52,39.48,62.1,33.83,60.0,36.33,60.0
Florida,lake,59.95,36.86,62.56,36.04,59.93,35.22,60.0,35.67,60.0
Indiana,howard,64.26,30.44,61.07,33.39,55.01,38.59,60.0,33.67,60.0
Indiana,jefferson,63.1,31.94,61.83,34.97,56.16,40.39,60.0,35.0,60.0
Iowa,jones,56.45,37.37,59.87,39.9,65.05,30.41,60.0,35.33,60.0
Louisiana,claiborne,55.83,42.31,67.39,31.08,58.54,39.76,60.0,37.33,60.0
North Carolina,columbus,60.14,38.19,62.05,37.95,58.71,38.06,60.0,37.67,60.0
Ohio,lake,55.28,39.91,64.23,35.73,61.07,33.59,60.0,35.67,60.0
Oklahoma,cleveland,57.14,35.48,62.62,32.22,61.85,26.55,60.0,31.0,60.0
South Carolina,fairfield,35.74,61.64,36.22,62.12,40.72,57.94,37.0,60.0,60.0
South Carolina,hampton,39.61,58.71,32.6,65.64,41.27,57.1,37.33,60.0,60.0
Washington,ferry,61.15,30.49,61.02,38.98,58.0,42.0,60.0,36.67,60.0
Colorado,montezuma,61.07,30.9,59.35,36.18,59.4,34.17,59.67,33.33,59.67
Illinois,calhoun,66.94,28.74,68.16,31.84,45.66,51.35,59.67,36.67,59.67
Indiana,sullivan,71.71,24.69,59.0,37.28,49.28,45.64,59.67,35.33,59.67
Iowa,clarke,60.91,32.89,53.78,46.1,66.2,29.03,59.67,35.67,59.67
Iowa,fayette,56.34,36.98,59.84,39.97,64.46,30.85,59.67,35.0,59.67
Iowa,webster,57.69,36.17,58.51,41.33,64.37,31.45,59.67,36.0,59.67
Maryland,harford,58.25,35.22,61.62,33.51,60.81,36.23,59.67,34.67,59.67
New York,wyoming,71.93,22.57,64.78,21.82,44.03,38.09,59.67,27.0,59.67
North Carolina,harnett,59.95,36.33,61.15,38.85,59.66,36.76,59.67,36.67,59.67
Pennsylvania,cumberland,56.8,38.72,65.01,34.99,58.75,36.74,59.67,36.0,59.67
South Carolina,beaufort,54.66,40.93,60.48,35.87,65.34,33.77,59.67,36.0,59.67
Wisconsin,pierce,53.13,39.56,0.01,99.3,54.69,41.41,35.67,59.67,59.67
Colorado,bent,61.65,30.62,64.18,33.23,53.91,42.23,59.33,35.0,59.33
Colorado,summit,31.53,59.09,32.24,60.76,32.54,59.92,31.67,59.33,59.33
Florida,leon,35.38,60.52,36.87,61.99,39.63,57.27,36.67,59.33,59.33
Indiana,monroe,35.23,58.53,33.27,62.03,35.81,58.27,34.33,59.33,59.33
Iowa,tama,56.8,36.52,59.08,40.75,63.47,31.75,59.33,35.67,59.33
North Carolina,jones,57.92,40.21,64.29,35.71,57.43,39.48,59.33,38.0,59.33
Pennsylvania,montgomery,37.44,58.91,33.75,66.25,43.85,54.9,37.67,59.33,59.33
South Carolina,union,58.39,39.11,59.36,38.12,61.18,36.5,59.33,37.67,59.33
South Dakota,marshall,54.24,38.73,56.82,43.18,68.07,31.93,59.33,37.33,59.33
South Dakota,moody,59.02,35.56,52.29,47.71,67.13,32.87,59.33,38.0,59.33
Washington,asotin,58.97,32.19,64.66,35.34,56.41,43.59,59.33,36.67,59.33
Wisconsin,richland,49.94,44.41,11.93,86.81,48.08,48.93,36.0,59.33,59.33
Florida,brevard,57.78,38.02,62.56,32.84,58.17,36.19,59.0,35.33,59.0
Florida,flagler,58.87,38.3,61.25,38.75,58.04,37.49,59.0,37.67,59.0
Florida,osceola,35.88,60.95,36.69,63.31,41.16,54.53,37.33,59.0,59.0
Illinois,macoupin,64.05,29.92,65.91,33.92,48.13,46.83,59.0,36.0,59.0
Iowa,howard,57.27,36.78,57.81,42.12,63.39,32.35,59.0,36.67,59.0
Iowa,pottawattamie,57.28,35.98,58.58,31.92,62.03,31.21,59.0,32.33,59.0
Kansas,wyandotte,32.4,61.8,33.85,56.43,33.53,60.3,32.67,59.0,59.0
Missouri,adair,58.97,34.23,65.63,30.74,54.93,41.15,59.0,35.0,59.0
North Carolina,cabarrus,57.69,38.08,62.36,37.64,58.16,37.1,59.0,37.33,59.0
Pennsylvania,indiana,65.89,30.52,54.23,45.77,58.86,33.32,59.0,36.0,59.0
South Dakota,minnehaha,53.72,39.11,57.45,42.55,67.43,32.57,59.0,37.67,59.0
Wisconsin,price,60.21,35.23,61.52,38.48,56.71,39.13,59.0,37.33,59.0
Connecticut,windham,50.66,42.88,19.73,67.78,21.12,67.16,30.0,58.67,58.67
Florida,manatee,56.97,39.8,63.1,36.9,57.86,37.48,58.67,37.33,58.67
Florida,orange,35.74,60.39,37.66,62.23,41.6,54.33,37.67,58.67,58.67
Illinois,macon,55.9,38.17,66.22,33.6,55.09,39.24,58.67,36.67,58.67
Indiana,brown,63.13,31.69,56.09,38.26,57.81,36.41,58.67,35.0,58.67
Iowa,washington,56.48,36.08,53.34,46.54,67.28,28.41,58.67,36.67,58.67
Missouri,jefferson,64.98,29.71,62.13,33.3,50.34,44.44,58.67,35.33,58.67
North Carolina,madison,60.19,34.84,60.58,39.42,56.83,38.61,58.67,37.0,58.67
North Carolina,polk,61.9,34.16,56.69,43.31,59.37,37.05,58.67,38.0,58.67
North Carolina,transylvania,58.87,36.7,61.76,38.24,57.86,38.21,58.67,37.33,58.67
North Carolina,tyrrell,56.07,41.4,65.17,34.83,55.13,40.71,58.67,38.33,58.67
Ohio,ottawa,56.95,37.29,56.43,43.57,64.75,30.35,58.67,36.67,58.67
Ohio,stark,56.15,38.89,60.15,35.94,60.32,33.89,58.67,35.33,58.67
Wisconsin,iron,59.77,36.4,60.33,39.58,57.29,40.01,58.67,38.33,58.67
Wisconsin,st. croix,55.19,36.81,63.39,36.53,58.69,37.93,58.67,36.33,58.67
Wisconsin,washburn,59.07,35.9,59.98,39.95,58.18,38.87,58.67,37.33,58.67
Alaska,district 3,70.97,16.3,61.5,20.97,45.09,5.68,58.67,13.67,58.67
Colorado,douglas,54.71,36.62,64.36,30.69,57.9,37.56,58.33,34.33,58.33
Colorado,el paso,56.19,33.86,61.78,31.19,58.0,35.91,58.33,33.0,58.33
Indiana,scott,66.74,29.03,54.22,41.75,55.47,41.37,58.33,37.0,58.33
Iowa,bremer,53.24,39.56,59.88,39.96,63.98,32.48,58.33,36.67,58.33
Iowa,warren,54.26,38.14,58.1,35.75,63.55,32.37,58.33,35.0,58.33
Iowa,woodbury,56.56,37.08,56.14,43.65,63.16,32.34,58.33,37.33,58.33
Maryland,washington,62.13,32.02,55.9,40.33,58.96,36.88,58.33,36.0,58.33
New York,allegany,67.01,26.12,61.69,26.04,47.72,37.04,58.33,29.67,58.33
Ohio,ashtabula,57.06,38.12,60.36,39.58,58.04,34.9,58.33,37.0,58.33
Pennsylvania,lancaster,57.2,37.78,60.2,36.52,58.85,37.07,58.33,36.67,58.33
South Carolina,georgetown,54.93,42.04,60.4,39.55,61.84,37.33,58.33,39.33,58.33
South Dakota,roberts,55.13,39.6,56.01,43.99,64.92,35.08,58.33,39.0,58.33
Wisconsin,adams,58.86,37.09,0.0,98.7,54.29,40.8,37.33,58.33,58.33
Wisconsin,barron,60.09,34.8,58.4,41.56,57.69,38.92,58.33,37.67,58.33
Wisconsin,marathon,56.12,38.09,64.12,35.8,55.95,40.34,58.33,37.67,58.33
Alabama,madison,54.79,38.45,60.2,39.62,60.75,39.05,58.0,38.67,58.0
Florida,hendry,55.74,41.52,58.89,41.11,61.09,35.58,58.0,39.0,58.0
Indiana,allen,57.04,37.64,64.9,27.82,53.72,46.28,58.0,36.67,58.0
Iowa,dallas,50.56,41.05,60.45,34.04,64.52,31.44,58.0,35.33,58.0
Iowa,jackson,56.49,37.22,56.85,43.03,62.47,34.3,58.0,38.0,58.0
Kansas,douglas,29.32,62.28,36.72,52.13,34.9,60.47,33.0,58.0,58.0
Kentucky,jefferson,40.72,54.05,37.71,62.19,41.02,58.88,39.33,58.0,58.0
Missouri,greene,60.38,33.06,58.57,35.5,56.22,39.26,58.0,35.67,58.0
Missouri,ste. genevieve,64.9,30.02,62.36,34.95,48.82,46.83,58.0,36.67,58.0
Nevada,mineral,59.04,31.9,58.43,30.39,57.38,31.54,58.0,30.67,58.0
North Carolina,duplin,58.58,39.72,58.45,41.55,58.38,38.98,58.0,39.33,58.0
North Carolina,hyde,55.9,41.88,65.92,34.08,54.8,41.81,58.0,38.67,58.0
North Carolina,sampson,57.23,40.68,60.15,39.85,57.85,40.09,58.0,39.67,58.0
Pennsylvania,erie,48.57,46.99,77.58,22.42,49.66,46.32,58.0,38.0,58.0
South Carolina,marion,38.13,60.02,42.53,57.41,41.81,57.28,40.33,58.0,58.0
Washington,chelan,54.27,39.04,67.51,32.49,53.78,46.22,58.0,39.0,58.0
Wisconsin,iowa,39.23,54.4,38.49,61.43,38.33,59.2,38.33,58.0,58.0
Wisconsin,jackson,52.92,41.21,9.34,89.82,50.41,44.74,37.0,58.0,58.0
Wisconsin,lincoln,57.12,36.52,62.54,37.4,55.14,39.72,58.0,37.33,58.0
Wisconsin,oneida,56.43,37.74,62.27,37.61,56.64,38.98,58.0,37.33,58.0
Wisconsin,pepin,59.0,35.97,0.07,99.93,56.69,40.31,38.33,58.0,58.0
Colorado,archuleta,58.1,34.06,59.78,35.69,56.15,37.92,57.67,35.33,57.67
Colorado,park,58.89,32.84,58.58,33.45,57.21,35.87,57.67,33.33,57.67
Colorado,weld,56.6,34.35,62.77,31.93,55.69,38.89,57.67,34.33,57.67
Indiana,madison,60.06,34.49,61.19,34.1,52.02,41.14,57.67,36.33,57.67
Indiana,marion,35.97,58.75,38.78,57.0,36.03,58.46,36.33,57.67,57.67
Louisiana,assumption,61.57,36.05,51.7,46.2,61.61,35.55,57.67,39.0,57.67
Louisiana,iberville,45.63,51.89,24.59,74.53,48.66,48.51,39.0,57.67,57.67
Missouri,st. charles,60.52,34.14,62.9,32.65,51.78,43.95,57.67,36.33,57.67
New York,hamilton,64.0,29.43,64.1,22.41,45.77,40.79,57.67,30.33,57.67
North Carolina,washington,41.59,56.93,35.79,62.28,41.67,55.78,39.0,57.67,57.67
Ohio,wood,50.51,42.46,64.8,35.2,59.42,35.45,57.67,37.33,57.67
South Carolina,chesterfield,56.16,41.36,59.22,40.68,58.09,40.51,57.67,40.33,57.67
Washington,thurston,37.57,53.16,38.46,61.54,40.23,59.77,38.33,57.67,57.67
Washington,wahkiakum,57.0,35.28,65.27,34.73,51.88,48.12,57.67,39.0,57.67
Wisconsin,buffalo,57.94,36.22,0.02,98.51,55.95,39.9,37.33,57.67,57.67
Wisconsin,manitowoc,57.49,35.95,57.78,34.35,59.6,35.85,57.67,34.67,57.67
Colorado,gunnison,34.94,54.48,35.0,60.82,34.24,58.74,34.33,57.33,57.33
Colorado,otero,58.31,34.82,61.7,34.99,53.45,42.79,57.33,36.67,57.33
Iowa,buchanan,53.75,38.72,57.37,42.49,62.88,32.64,57.33,37.33,57.33
Kansas,sedgwick,55.28,36.88,57.2,33.58,60.13,33.59,57.33,34.0,57.33
Missouri,buchanan,59.79,33.69,64.26,31.83,49.6,45.23,57.33,36.33,57.33
New York,lewis,65.34,27.78,66.26,18.12,41.51,42.1,57.33,29.0,57.33
North Carolina,chowan,55.53,41.39,60.72,39.28,57.19,40.92,57.33,40.0,57.33
North Carolina,person,57.02,39.93,59.09,40.91,56.98,40.1,57.33,39.67,57.33
Wisconsin,sawyer,56.85,38.42,59.63,40.31,57.72,39.27,57.33,39.0,57.33
Alaska,district 8,75.88,15.09,61.92,20.07,36.77,6.03,57.33,13.67,57.33
Illinois,winnebago,46.99,47.06,77.96,20.4,48.73,44.57,57.0,37.0,57.0
Indiana,crawford,65.64,28.8,52.93,40.93,54.84,41.46,57.0,36.33,57.0
Iowa,floyd,54.28,39.44,55.54,44.37,62.01,34.16,57.0,39.0,57.0
Louisiana,red river,54.07,43.83,65.07,33.22,52.37,45.7,57.0,40.33,57.0
South Dakota,buffalo,34.9,60.41,40.82,59.18,47.44,52.56,40.33,57.0,57.0
Utah,weber,47.31,27.2,58.4,33.18,66.07,28.94,57.0,29.33,57.0
Wisconsin,jefferson,54.26,38.38,61.73,33.39,56.46,40.51,57.0,37.0,57.0
Wisconsin,sheboygan,54.41,38.48,58.03,37.67,59.05,37.7,57.0,37.33,57.0
Alaska,district 12,69.46,20.2,61.18,23.29,41.84,6.92,57.0,16.33,57.0
Alabama,chambers,56.42,41.61,57.64,42.25,57.29,42.58,56.67,41.67,56.67
Arizona,pinal,56.21,36.97,57.21,39.64,57.08,35.61,56.67,36.67,56.67
Colorado,hinsdale,57.56,33.45,60.14,37.11,53.92,41.98,56.67,37.0,56.67
Florida,hamilton,63.06,34.87,51.96,48.04,56.88,39.28,56.67,40.33,56.67
Idaho,valley,54.33,35.76,56.37,43.63,60.13,35.36,56.67,37.67,56.67
Missouri,ray,65.36,28.43,55.14,41.1,50.1,43.71,56.67,37.33,56.67
North Carolina,guilford,38.1,57.98,42.82,57.18,40.54,56.45,40.0,56.67,56.67
Washington,kittitas,53.28,39.51,64.41,35.59,53.82,46.18,56.67,40.0,56.67
Alaska,district 7,71.56,18.21,59.15,22.55,40.31,6.97,56.67,15.33,56.67
Louisiana,natchitoches,53.96,42.98,62.36,35.69,54.17,43.46,56.33,40.0,56.33
Maryland,baltimore,38.26,55.91,37.65,58.57,40.29,56.41,38.33,56.33,56.33
New York,fulton,63.46,30.62,65.31,21.06,41.66,44.07,56.33,31.67,56.33
North Carolina,swain,58.21,35.86,56.15,43.85,55.46,38.72,56.33,38.67,56.33
North Carolina,wake,37.16,57.38,42.19,57.81,41.51,55.33,40.0,56.33,56.33
Wisconsin,brown,52.1,41.37,61.01,38.88,56.31,40.03,56.33,39.67,56.33
Connecticut,fairfield,38.0,57.89,41.63,56.57,39.04,55.79,39.33,56.0,56.0
Florida,alachua,36.43,58.97,40.63,56.44,42.5,54.41,39.33,56.0,56.0
Illinois,sangamon,50.77,41.58,65.76,34.09,53.28,41.03,56.0,38.67,56.0
Iowa,cedar,55.5,37.72,49.34,50.52,64.86,30.9,56.0,39.0,56.0
