State,County,Candidate,Party,Votes,Vote %
Montana,park,Donald Trump,Republican,4980,0.5321081312105994
Montana,petroleum,Donald Trump,Republican,278,0.8633540372670807
Montana,phillips,Donald Trump,Republican,1723,0.7936434822662367
Montana,pondera,Donald Trump,Republican,1799,0.6606683804627249
Montana,powder river,Donald Trump,Republican,884,0.8395061728395061
Montana,powell,Donald Trump,Republican,2029,0.7261989978525412
Montana,prairie,Donald Trump,Republican,556,0.806966618287373
Montana,ravalli,Donald Trump,Republican,14810,0.6565880475261571
Montana,richland,Donald Trump,Republican,3908,0.8022993225210429
Montana,roosevelt,Donald Trump,Republican,1797,0.4920591456736035
Montana,rosebud,Donald Trump,Republican,2253,0.6524761077324066
Montana,sanders,Donald Trump,Republican,4286,0.7199731227952293
Montana,sheridan,Donald Trump,Republican,1241,0.6762942779291553
Montana,silver bow,Hillary Clinton,Democratic,8619,0.5238876732312181
Montana,stillwater,Donald Trump,Republican,3661,0.751282577467679
Montana,sweet grass,Donald Trump,Republican,1595,0.757000474608448
Montana,teton,Donald Trump,Republican,2170,0.6806775407779172
Montana,toole,Donald Trump,Republican,1497,0.7349042709867453
Montana,treasure,Donald Trump,Republican,351,0.7923250564334086
Montana,valley,Donald Trump,Republican,2698,0.6928608115048793
Montana,wheatland,Donald Trump,Republican,702,0.7420718816067653
Montana,wibaux,Donald Trump,Republican,463,0.8558225508317929
Montana,yellowstone,Donald Trump,Republican,40920,0.5921166869248133
Nebraska,adams,Donald Trump,Republican,9287,0.6872641160364094
Nebraska,antelope,Donald Trump,Republican,2732,0.8326729655592807
Nebraska,arthur,Donald Trump,Republican,244,0.8937728937728938
Nebraska,banner,Donald Trump,Republican,357,0.8880597014925373
Nebraska,blaine,Donald Trump,Republican,276,0.8706624605678234
Nebraska,boone,Donald Trump,Republican,2299,0.791394148020654
Nebraska,box butte,Donald Trump,Republican,3617,0.7345653939886271
Nebraska,boyd,Donald Trump,Republican,983,0.8503460207612457
Nebraska,brown,Donald Trump,Republican,1385,0.8672510958046337
Nebraska,buffalo,Donald Trump,Republican,14569,0.6895262435515169
Nebraska,burt,Donald Trump,Republican,2367,0.6652613827993255
Nebraska,butler,Donald Trump,Republican,3079,0.7734237628736499
Nebraska,cass,Donald Trump,Republican,8452,0.653521997989639
Nebraska,cedar,Donald Trump,Republican,3532,0.7990950226244344
Nebraska,chase,Donald Trump,Republican,1648,0.8682824025289779
Nebraska,cherry,Donald Trump,Republican,2623,0.8412443874278384
Nebraska,cheyenne,Donald Trump,Republican,3665,0.777966461473148
Nebraska,clay,Donald Trump,Republican,2422,0.7902120717781403
Nebraska,colfax,Donald Trump,Republican,2171,0.6754822650902302
Nebraska,cuming,Donald Trump,Republican,3122,0.7663230240549829
Nebraska,custer,Donald Trump,Republican,4695,0.8306794055201698
Nebraska,dakota,Donald Trump,Republican,3616,0.5758878802357064
Nebraska,dawes,Donald Trump,Republican,2632,0.7159956474428727
Nebraska,dawson,Donald Trump,Republican,5984,0.6929936305732484
Nebraska,deuel,Donald Trump,Republican,809,0.8221544715447154
Nebraska,dixon,Donald Trump,Republican,2041,0.7336448598130841
Nebraska,dodge,Donald Trump,Republican,9933,0.6396419602034903
Nebraska,douglas,Hillary Clinton,Democratic,113798,0.47330441328769346
Nebraska,dundy,Donald Trump,Republican,823,0.863588667366212
Nebraska,fillmore,Donald Trump,Republican,2130,0.7242434546072765
Nebraska,franklin,Donald Trump,Republican,1347,0.8051404662283324
Nebraska,frontier,Donald Trump,Republican,1110,0.8358433734939759
Nebraska,furnas,Donald Trump,Republican,1921,0.8209401709401709
Nebraska,gage,Donald Trump,Republican,6380,0.634952229299363
Nebraska,garden,Donald Trump,Republican,869,0.8083720930232559
Nebraska,garfield,Donald Trump,Republican,821,0.8377551020408164
Nebraska,gosper,Donald Trump,Republican,794,0.7861386138613862
Nebraska,grant,Donald Trump,Republican,367,0.9061728395061729
Nebraska,greeley,Donald Trump,Republican,912,0.7761702127659574
Nebraska,hall,Donald Trump,Republican,14408,0.6531278331822303
Nebraska,hamilton,Donald Trump,Republican,3783,0.7559952038369304
Nebraska,harlan,Donald Trump,Republican,1496,0.8165938864628821
Nebraska,hayes,Donald Trump,Republican,472,0.9182879377431906
Nebraska,hitchcock,Donald Trump,Republican,1232,0.8392370572207084
Nebraska,holt,Donald Trump,Republican,4354,0.8507229386479094
Nebraska,hooker,Donald Trump,Republican,355,0.8513189448441247
Nebraska,howard,Donald Trump,Republican,2284,0.7628590514362057
Nebraska,jefferson,Donald Trump,Republican,2399,0.6866056096164854
Nebraska,johnson,Donald Trump,Republican,1355,0.6486357108664432
Nebraska,kearney,Donald Trump,Republican,2531,0.7679004854368932
Nebraska,keith,Donald Trump,Republican,3235,0.8019335647000496
Nebraska,keya paha,Donald Trump,Republican,460,0.8863198458574181
Nebraska,kimball,Donald Trump,Republican,1330,0.793082886106142
Nebraska,knox,Donald Trump,Republican,3188,0.774726609963548
Nebraska,lancaster,Hillary Clinton,Democratic,61898,0.4543872914265579
Nebraska,lincoln,Donald Trump,Republican,12164,0.7540760027276672
Nebraska,logan,Donald Trump,Republican,400,0.8830022075055187
Nebraska,loup,Donald Trump,Republican,323,0.8389610389610389
Nebraska,mcpherson,Donald Trump,Republican,257,0.8954703832752613
Nebraska,madison,Donald Trump,Republican,10628,0.7409886355713589
Nebraska,merrick,Donald Trump,Republican,2926,0.7724392819429778
Nebraska,morrill,Donald Trump,Republican,1802,0.8157537347215935
Nebraska,nance,Donald Trump,Republican,1261,0.7779148673658236
Nebraska,nemaha,Donald Trump,Republican,2116,0.6694084150585258
Nebraska,nuckolls,Donald Trump,Republican,1726,0.7827664399092971
Nebraska,otoe,Donald Trump,Republican,4860,0.6517366233069599
Nebraska,pawnee,Donald Trump,Republican,974,0.7339864355689525
Nebraska,perkins,Donald Trump,Republican,1217,0.836426116838488
Nebraska,phelps,Donald Trump,Republican,3849,0.8198083067092652
Nebraska,pierce,Donald Trump,Republican,3052,0.840771349862259
Nebraska,platte,Donald Trump,Republican,10965,0.7597173144876325
Nebraska,polk,Donald Trump,Republican,2028,0.7854376452362509
Nebraska,red willow,Donald Trump,Republican,4258,0.8235976789168279
Nebraska,richardson,Donald Trump,Republican,2769,0.7277266754270696
Nebraska,rock,Donald Trump,Republican,687,0.8609022556390977
Nebraska,saline,Donald Trump,Republican,3004,0.5848909657320872
Nebraska,sarpy,Donald Trump,Republican,45143,0.5602258624968975
Nebraska,saunders,Donald Trump,Republican,7555,0.6956721915285451
Nebraska,scotts bluff,Donald Trump,Republican,10076,0.7037787245931411
Nebraska,seward,Donald Trump,Republican,5454,0.6884625094673062
Nebraska,sheridan,Donald Trump,Republican,2211,0.8477760736196319
Nebraska,sherman,Donald Trump,Republican,1150,0.7310870947234583
Nebraska,sioux,Donald Trump,Republican,616,0.8369565217391305
Nebraska,stanton,Donald Trump,Republican,2187,0.7807925740806855
Nebraska,thayer,Donald Trump,Republican,2051,0.762453531598513
Nebraska,thomas,Donald Trump,Republican,344,0.8753180661577609
Nebraska,thurston,Donald Trump,Republican,1043,0.49952107279693486
Nebraska,valley,Donald Trump,Republican,1780,0.8072562358276644
Nebraska,washington,Donald Trump,Republican,7424,0.6853766617429837
Nebraska,wayne,Donald Trump,Republican,2693,0.7131885593220338
Nebraska,webster,Donald Trump,Republican,1330,0.7786885245901639
Nebraska,wheeler,Donald Trump,Republican,377,0.810752688172043
Nebraska,york,Donald Trump,Republican,4700,0.7365616674502429
Nevada,churchill,Donald Trump,Republican,7830,0.7158529895776193
Nevada,clark,Hillary Clinton,Democratic,402227,0.5243092669548306
Nevada,douglas,Donald Trump,Republican,17415,0.6245293168370092
Nevada,elko,Donald Trump,Republican,13551,0.7301578748855003
Nevada,esmeralda,Donald Trump,Republican,329,0.7777777777777778
Nevada,eureka,Donald Trump,Republican,723,0.8466042154566745
Nevada,humboldt,Donald Trump,Republican,4521,0.7027825275921032
Nevada,lander,Donald Trump,Republican,1828,0.757563199336925
Nevada,lincoln,Donald Trump,Republican,1671,0.7837711069418386
Nevada,lyon,Donald Trump,Republican,16005,0.6735544146115647
Nevada,mineral,Donald Trump,Republican,1179,0.5903855783675513
Nevada,nye,Donald Trump,Republican,13324,0.6799693799438632
Nevada,pershing,Donald Trump,Republican,1403,0.7078708375378405
Nevada,storey,Donald Trump,Republican,1616,0.6317435496481626
Nevada,washoe,Hillary Clinton,Democratic,97379,0.46391055171526707
Nevada,white pine,Donald Trump,Republican,2723,0.7217068645640075
Nevada,carson city,Donald Trump,Republican,13125,0.5246642149024624
New Hampshire,belknap,Donald Trump,Republican,19315,0.5511485233271508
New Hampshire,carroll,Donald Trump,Republican,14635,0.49415856293895194
New Hampshire,cheshire,Hillary Clinton,Democratic,22064,0.5266499582289056
New Hampshire,coos,Donald Trump,Republican,7952,0.5088628655532091
New Hampshire,grafton,Hillary Clinton,Democratic,28510,0.5569338360258639
New Hampshire,hillsborough,Donald Trump,Republican,100013,0.4670078493815285
New Hampshire,merrimack,Hillary Clinton,Democratic,40198,0.4805614001530222
New Hampshire,rockingham,Donald Trump,Republican,90447,0.4985118555507788
New Hampshire,strafford,Hillary Clinton,Democratic,34894,0.5057101449275362
New Hampshire,sullivan,Donald Trump,Republican,10796,0.4759511528457435
New Jersey,atlantic,Hillary Clinton,Democratic,60924,0.519426042918894
New Jersey,bergen,Hillary Clinton,Democratic,231211,0.551426677096848
New Jersey,burlington,Hillary Clinton,Democratic,121725,0.5559666214494183
New Jersey,camden,Hillary Clinton,Democratic,146717,0.647494174551617
New Jersey,cape may,Donald Trump,Republican,28446,0.5838430277903206
New Jersey,cumberland,Hillary Clinton,Democratic,27771,0.5142396859491889
New Jersey,essex,Hillary Clinton,Democratic,240837,0.7745598744428078
New Jersey,gloucester,Donald Trump,Republican,67544,0.48404064726032303
New Jersey,hudson,Hillary Clinton,Democratic,163917,0.7472
New Jersey,hunterdon,Donald Trump,Republican,38712,0.5465017787565645
New Jersey,mercer,Hillary Clinton,Democratic,104775,0.6693647822448237
New Jersey,middlesex,Hillary Clinton,Democratic,193044,0.591974290252743
New Jersey,monmouth,Donald Trump,Republican,166723,0.5303282364804041
New Jersey,morris,Donald Trump,Republican,126071,0.5034462654143506
New Jersey,ocean,Donald Trump,Republican,179079,0.6527106523498152
New Jersey,passaic,Hillary Clinton,Democratic,116759,0.5993726963788872
New Jersey,salem,Donald Trump,Republican,16381,0.5554010985285143
New Jersey,somerset,Hillary Clinton,Democratic,85689,0.5454701703460393
New Jersey,sussex,Donald Trump,Republican,46658,0.6294417613253109
New Jersey,union,Hillary Clinton,Democratic,147414,0.6641018132672598
New Jersey,warren,Donald Trump,Republican,29858,0.6064261922170769
New Mexico,bernalillo,Hillary Clinton,Democratic,143417,0.5221581434636026
New Mexico,catron,Donald Trump,Republican,1464,0.7144948755490483
New Mexico,chaves,Donald Trump,Republican,12872,0.6349958068176212
New Mexico,cibola,Hillary Clinton,Democratic,3741,0.46397122659059903
New Mexico,colfax,Donald Trump,Republican,2585,0.4848087021755439
New Mexico,curry,Donald Trump,Republican,9035,0.6757666417352282
New Mexico,de baca,Donald Trump,Republican,620,0.6813186813186813
New Mexico,dona ana,Hillary Clinton,Democratic,37947,0.5371277318536972
New Mexico,eddy,Donald Trump,Republican,13147,0.6684801952509279
New Mexico,grant,Hillary Clinton,Democratic,6276,0.4898914994926235
New Mexico,guadalupe,Hillary Clinton,Democratic,970,0.5309250136836344
New Mexico,harding,Donald Trump,Republican,311,0.5901328273244781
New Mexico,hidalgo,Donald Trump,Republican,910,0.4861111111111111
New Mexico,lea,Donald Trump,Republican,12495,0.7054539295392954
New Mexico,lincoln,Donald Trump,Republican,5896,0.6623230734666367
New Mexico,los alamos,Hillary Clinton,Democratic,5562,0.5109784106568672
New Mexico,luna,Donald Trump,Republican,3478,0.47676490747087047
New Mexico,mckinley,Hillary Clinton,Democratic,13576,0.625535640234069
New Mexico,mora,Hillary Clinton,Democratic,1536,0.6292503072511266
New Mexico,otero,Donald Trump,Republican,11887,0.5925722831505483
New Mexico,quay,Donald Trump,Republican,2212,0.6192609182530795
New Mexico,rio arriba,Hillary Clinton,Democratic,9592,0.6447103105256082
New Mexico,roosevelt,Donald Trump,Republican,3884,0.6527731092436975
New Mexico,sandoval,Hillary Clinton,Democratic,27707,0.44913276057707896
New Mexico,san juan,Donald Trump,Republican,27946,0.606072435480373
New Mexico,san miguel,Hillary Clinton,Democratic,7285,0.677611384987443
New Mexico,santa fe,Hillary Clinton,Democratic,50793,0.711047960355013
New Mexico,sierra,Donald Trump,Republican,3010,0.5809689249179695
New Mexico,socorro,Hillary Clinton,Democratic,3313,0.48238206173558534
New Mexico,taos,Hillary Clinton,Democratic,10668,0.6990825688073394
New Mexico,torrance,Donald Trump,Republican,3714,0.5872865275142315
New Mexico,union,Donald Trump,Republican,1216,0.7144535840188014
New Mexico,valencia,Donald Trump,Republican,13215,0.4789431719338939
Missouri,kansas city,Hillary Clinton,Democratic,97735,0.7599863142588316
New York,albany,Hillary Clinton,Democratic,83077,0.594128584710005
New York,allegany,Donald Trump,Republican,12525,0.6700727583993152
New York,bronx,Hillary Clinton,Democratic,353646,0.8851727814738612
New York,broome,Donald Trump,Republican,40943,0.47568314899154196
New York,cattaraugus,Donald Trump,Republican,19692,0.6319437758736882
New York,cayuga,Donald Trump,Republican,17384,0.5240564331363801
New York,chautauqua,Donald Trump,Republican,31594,0.582549692075082
New York,chemung,Donald Trump,Republican,20097,0.5564107533431158
New York,chenango,Donald Trump,Republican,11921,0.5913194444444444
New York,clinton,Hillary Clinton,Democratic,15059,0.46905466438249493
New York,columbia,Hillary Clinton,Democratic,15284,0.49459581904083877
New York,cortland,Donald Trump,Republican,9900,0.4890337877889745
New York,delaware,Donald Trump,Republican,11942,0.6033751010509296
New York,dutchess,Hillary Clinton,Democratic,62261,0.4755143812913376
New York,erie,Hillary Clinton,Democratic,215456,0.5086007671879611
New York,essex,Donald Trump,Republican,7958,0.4621907306307353
New York,franklin,Donald Trump,Republican,8221,0.48495752713544127
New York,fulton,Donald Trump,Republican,13462,0.6345809371169983
New York,genesee,Donald Trump,Republican,16915,0.6399440072639225
New York,greene,Donald Trump,Republican,13073,0.5928798185941043
New York,hamilton,Donald Trump,Republican,2064,0.64
New York,herkimer,Donald Trump,Republican,16699,0.6360312321462579
New York,jefferson,Donald Trump,Republican,21763,0.569175645988074
New York,kings,Hillary Clinton,Democratic,640553,0.7951204374352195
New York,lewis,Donald Trump,Republican,7400,0.6534216335540839
New York,livingston,Donald Trump,Republican,17290,0.5757384036495621
New York,madison,Donald Trump,Republican,15936,0.5300691857370942
New York,monroe,Hillary Clinton,Democratic,188592,0.5422582592944017
New York,montgomery,Donald Trump,Republican,11301,0.5931038102235751
New York,nassau,Hillary Clinton,Democratic,326088,0.5119386090645198
New York,new york,Hillary Clinton,Democratic,579013,0.8655692073567246
New York,niagara,Donald Trump,Republican,51961,0.5623363130668168
New York,oneida,Donald Trump,Republican,51437,0.5651858607390478
New York,onondaga,Hillary Clinton,Democratic,112337,0.538941661869123
New York,ontario,Donald Trump,Republican,26029,0.49808641739063875
New York,orange,Donald Trump,Republican,76645,0.5041737654666132
New York,orleans,Donald Trump,Republican,10936,0.6676434676434676
New York,oswego,Donald Trump,Republican,27688,0.5746782897467829
New York,otsego,Donald Trump,Republican,13308,0.5184665731650304
New York,putnam,Donald Trump,Republican,27024,0.5564730350266663
New York,queens,Hillary Clinton,Democratic,517220,0.7535333256603725
New York,rensselaer,Donald Trump,Republican,33726,0.47128364215645174
New York,richmond,Donald Trump,Republican,101437,0.5605492926613617
New York,rockland,Hillary Clinton,Democratic,69342,0.5133136423193941
New York,st. lawrence,Donald Trump,Republican,19942,0.5092701363706011
New York,saratoga,Donald Trump,Republican,54575,0.47833365470576894
New York,schenectady,Hillary Clinton,Democratic,33747,0.501590368608799
New York,schoharie,Donald Trump,Republican,8831,0.6285409252669039
New York,schuyler,Donald Trump,Republican,5050,0.5756953944368445
New York,seneca,Donald Trump,Republican,7236,0.5175965665236052
New York,steuben,Donald Trump,Republican,26831,0.6388029141469453
New York,suffolk,Donald Trump,Republican,350570,0.5145951436615418
New York,sullivan,Donald Trump,Republican,15931,0.5318310799532632
New York,tioga,Donald Trump,Republican,13260,0.5946454997981973
New York,tompkins,Hillary Clinton,Democratic,28890,0.6769295655841417
New York,ulster,Hillary Clinton,Democratic,42101,0.5174973879909041
New York,warren,Donald Trump,Republican,15751,0.5014964340295466
New York,washington,Donald Trump,Republican,13610,0.5548760600130463
New York,wayne,Donald Trump,Republican,23380,0.5891097840602716
New York,westchester,Hillary Clinton,Democratic,272926,0.6488119718058741
New York,wyoming,Donald Trump,Republican,12442,0.7192739044976297
New York,yates,Donald Trump,Republican,5660,0.5622888933041923
North Carolina,alamance,Donald Trump,Republican,38815,0.5454839299014854
North Carolina,alexander,Donald Trump,Republican,13893,0.7603853100541842
North Carolina,alleghany,Donald Trump,Republican,3814,0.7175917215428034
North Carolina,anson,Hillary Clinton,Democratic,5859,0.5556187766714082
North Carolina,ashe,Donald Trump,Republican,9412,0.7011323003575686
North Carolina,avery,Donald Trump,Republican,6298,0.763486483210086
North Carolina,beaufort,Donald Trump,Republican,14543,0.607527780098588
North Carolina,bertie,Hillary Clinton,Democratic,5778,0.6181662565529047
North Carolina,bladen,Donald Trump,Republican,8550,0.5378373277976977
North Carolina,brunswick,Donald Trump,Republican,42720,0.6250091439774107
North Carolina,buncombe,Hillary Clinton,Democratic,75452,0.5430271974205992
North Carolina,burke,Donald Trump,Republican,26238,0.6741521068859199
North Carolina,cabarrus,Donald Trump,Republican,53819,0.5769061732894554
North Carolina,caldwell,Donald Trump,Republican,26621,0.7329570484581498
North Carolina,camden,Donald Trump,Republican,3546,0.7083499800239712
North Carolina,carteret,Donald Trump,Republican,26569,0.7032370768375639
North Carolina,caswell,Donald Trump,Republican,6026,0.5443541102077687
North Carolina,catawba,Donald Trump,Republican,48324,0.6679106024795787
North Carolina,chatham,Hillary Clinton,Democratic,21065,0.5286205425481192
North Carolina,cherokee,Donald Trump,Republican,10844,0.7646851420915309
North Carolina,chowan,Donald Trump,Republican,4014,0.5553403431101273
North Carolina,clay,Donald Trump,Republican,4437,0.7382695507487521
North Carolina,cleveland,Donald Trump,Republican,28479,0.6374991605667854
North Carolina,columbus,Donald Trump,Republican,14272,0.6013821001179842
North Carolina,craven,Donald Trump,Republican,27731,0.5900087232186549
North Carolina,cumberland,Hillary Clinton,Democratic,71605,0.5615814157765124
North Carolina,currituck,Donald Trump,Republican,9163,0.7232615044597048
North Carolina,dare,Donald Trump,Republican,11460,0.5844255188943852
North Carolina,davidson,Donald Trump,Republican,54317,0.7256198567917067
North Carolina,davie,Donald Trump,Republican,15602,0.7171355028497886
North Carolina,duplin,Donald Trump,Republican,12217,0.5857786728039892
North Carolina,durham,Hillary Clinton,Democratic,121250,0.776576530416181
North Carolina,edgecombe,Hillary Clinton,Democratic,16224,0.6519328136301535
North Carolina,forsyth,Hillary Clinton,Democratic,94464,0.5297680470187088
North Carolina,franklin,Donald Trump,Republican,16368,0.5389884088514225
North Carolina,gaston,Donald Trump,Republican,61798,0.640852008171646
North Carolina,gates,Donald Trump,Republican,2874,0.5330118694362018
North Carolina,graham,Donald Trump,Republican,3283,0.7876679462571977
North Carolina,granville,Donald Trump,Republican,13591,0.496874200270537
North Carolina,greene,Donald Trump,Republican,4374,0.5403335392217418
North Carolina,guilford,Hillary Clinton,Democratic,149248,0.5798177968570929
North Carolina,halifax,Hillary Clinton,Democratic,15748,0.6257400564230937
North Carolina,harnett,Donald Trump,Republican,27614,0.5994572886139151
North Carolina,haywood,Donald Trump,Republican,18929,0.6160380121717056
North Carolina,henderson,Donald Trump,Republican,35809,0.6155287403740374
North Carolina,hertford,Hillary Clinton,Democratic,6910,0.6783820930689182
North Carolina,hoke,Hillary Clinton,Democratic,9726,0.5335161821173889
North Carolina,hyde,Donald Trump,Republican,1288,0.5590277777777778
North Carolina,iredell,Donald Trump,Republican,54754,0.6631462933133092
North Carolina,jackson,Donald Trump,Republican,9870,0.5274408165446481
North Carolina,johnston,Donald Trump,Republican,54372,0.6329022570394255
North Carolina,jones,Donald Trump,Republican,2974,0.5791626095423564
North Carolina,lee,Donald Trump,Republican,13712,0.5466432785839579
North Carolina,lenoir,Donald Trump,Republican,13613,0.5078151229156563
North Carolina,lincoln,Donald Trump,Republican,28806,0.7197361517127652
North Carolina,mcdowell,Donald Trump,Republican,14568,0.7329811320754717
North Carolina,macon,Donald Trump,Republican,12127,0.6838276756512913
North Carolina,madison,Donald Trump,Republican,6783,0.6019167628006035
North Carolina,martin,Donald Trump,Republican,5897,0.4928953527248412
North Carolina,mecklenburg,Hillary Clinton,Democratic,294562,0.6229409736981794
North Carolina,mitchell,Donald Trump,Republican,6282,0.7759387351778656
North Carolina,montgomery,Donald Trump,Republican,7130,0.6178509532062392
North Carolina,moore,Donald Trump,Republican,30490,0.6261808921383389
North Carolina,nash,Donald Trump,Republican,23319,0.4892268960453163
North Carolina,new hanover,Donald Trump,Republican,55344,0.49456235199499576
North Carolina,northampton,Hillary Clinton,Democratic,6144,0.6238830219333875
North Carolina,onslow,Donald Trump,Republican,37122,0.6497243370963508
North Carolina,orange,Hillary Clinton,Democratic,59923,0.7277507894097643
North Carolina,pamlico,Donald Trump,Republican,4258,0.6197962154294032
North Carolina,pasquotank,Hillary Clinton,Democratic,8615,0.4953711689954574
North Carolina,pender,Donald Trump,Republican,17639,0.6325623094853864
North Carolina,perquimans,Donald Trump,Republican,4177,0.6226893261776982
North Carolina,person,Donald Trump,Republican,11185,0.5702268671934744
North Carolina,pitt,Hillary Clinton,Democratic,41824,0.5193785935152185
North Carolina,polk,Donald Trump,Republican,6768,0.6189866471556612
North Carolina,randolph,Donald Trump,Republican,49430,0.7654665118079752
North Carolina,richmond,Donald Trump,Republican,10383,0.5371999172185431
North Carolina,robeson,Donald Trump,Republican,20762,0.5081501786675804
North Carolina,rockingham,Donald Trump,Republican,26830,0.6346090165097686
North Carolina,rowan,Donald Trump,Republican,42810,0.6650716960027342
North Carolina,rutherford,Donald Trump,Republican,21871,0.7216484640512093
North Carolina,sampson,Donald Trump,Republican,14838,0.572277074976859
North Carolina,scotland,Hillary Clinton,Democratic,7319,0.5254882251579552
North Carolina,stanly,Donald Trump,Republican,21964,0.7341645218437678
North Carolina,stokes,Donald Trump,Republican,17116,0.7590243902439024
North Carolina,surry,Donald Trump,Republican,23671,0.7352155547272953
North Carolina,swain,Donald Trump,Republican,3565,0.5821358589157414
North Carolina,transylvania,Donald Trump,Republican,10520,0.5887290838882981
North Carolina,tyrrell,Donald Trump,Republican,975,0.5606670500287522
North Carolina,union,Donald Trump,Republican,66707,0.6310377447734368
North Carolina,vance,Hillary Clinton,Democratic,12229,0.6121539770736347
North Carolina,wake,Hillary Clinton,Democratic,302736,0.5737722317407851
North Carolina,warren,Hillary Clinton,Democratic,6413,0.6515952042267832
North Carolina,washington,Hillary Clinton,Democratic,3510,0.5693430656934306
North Carolina,watauga,Hillary Clinton,Democratic,14138,0.4715024178756045
North Carolina,wayne,Donald Trump,Republican,27540,0.5433131448637771
North Carolina,wilkes,Donald Trump,Republican,23752,0.7589468302658486
North Carolina,wilson,Hillary Clinton,Democratic,19663,0.5156155762422971
North Carolina,yadkin,Donald Trump,Republican,13880,0.787562414888788
North Carolina,yancey,Donald Trump,Republican,6385,0.6410642570281124
North Dakota,adams,Donald Trump,Republican,909,0.7463054187192119
North Dakota,barnes,Donald Trump,Republican,3160,0.5913173652694611
North Dakota,benson,Donald Trump,Republican,929,0.4619592242665341
North Dakota,billings,Donald Trump,Republican,495,0.8181818181818182
North Dakota,bottineau,Donald Trump,Republican,2494,0.7137950772753291
North Dakota,bowman,Donald Trump,Republican,1446,0.8091773922775601
North Dakota,burke,Donald Trump,Republican,895,0.8507604562737643
North Dakota,burleigh,Donald Trump,Republican,32532,0.6780466454073657
North Dakota,cass,Donald Trump,Republican,39816,0.49264423850236944
North Dakota,cavalier,Donald Trump,Republican,1357,0.6764705882352942
North Dakota,dickey,Donald Trump,Republican,1667,0.692563356875779
North Dakota,divide,Donald Trump,Republican,867,0.7112387202625102
North Dakota,dunn,Donald Trump,Republican,1771,0.7895675434685688
North Dakota,eddy,Donald Trump,Republican,791,0.6425670186839968
North Dakota,emmons,Donald Trump,Republican,1677,0.8465421504290762
North Dakota,foster,Donald Trump,Republican,1241,0.7219313554392088
North Dakota,golden valley,Donald Trump,Republican,796,0.831765935214211
North Dakota,grand forks,Donald Trump,Republican,16340,0.5381195455293923
North Dakota,grant,Donald Trump,Republican,1108,0.8023171614771905
North Dakota,griggs,Donald Trump,Republican,847,0.6695652173913044
North Dakota,hettinger,Donald Trump,Republican,1050,0.8101851851851852
North Dakota,kidder,Donald Trump,Republican,1111,0.8074127906976745
North Dakota,lamoure,Donald Trump,Republican,1481,0.6885169688516969
North Dakota,logan,Donald Trump,Republican,888,0.8322399250234301
North Dakota,mchenry,Donald Trump,Republican,2050,0.7269503546099291
North Dakota,mcintosh,Donald Trump,Republican,1100,0.7607192254495159
North Dakota,mckenzie,Donald Trump,Republican,3670,0.7855308219178082
North Dakota,mclean,Donald Trump,Republican,3860,0.7262464722483537
North Dakota,mercer,Donald Trump,Republican,3759,0.8028620247757369
North Dakota,morton,Donald Trump,Republican,11336,0.7160181910055584
North Dakota,mountrail,Donald Trump,Republican,2582,0.6288358499756453
North Dakota,nelson,Donald Trump,Republican,1025,0.5969714618520675
North Dakota,oliver,Donald Trump,Republican,830,0.816125860373648
North Dakota,pembina,Donald Trump,Republican,2208,0.7002854424357755
North Dakota,pierce,Donald Trump,Republican,1437,0.6938676967648479
North Dakota,ramsey,Donald Trump,Republican,3217,0.6064090480678606
North Dakota,ransom,Donald Trump,Republican,1210,0.512929207291225
North Dakota,renville,Donald Trump,Republican,993,0.7679814385150812
North Dakota,richland,Donald Trump,Republican,4767,0.6278977871443625
North Dakota,rolette,Hillary Clinton,Democratic,2099,0.5589880159786951
North Dakota,sargent,Donald Trump,Republican,1088,0.5448172258387581
North Dakota,sheridan,Donald Trump,Republican,650,0.8259212198221093
North Dakota,sioux,Hillary Clinton,Democratic,758,0.6152597402597403
North Dakota,slope,Donald Trump,Republican,362,0.8418604651162791
North Dakota,stark,Donald Trump,Republican,9755,0.7916734296380458
North Dakota,steele,Donald Trump,Republican,538,0.5385385385385385
North Dakota,stutsman,Donald Trump,Republican,6718,0.6615460364352536
North Dakota,towner,Donald Trump,Republican,733,0.6335350043215212
North Dakota,traill,Donald Trump,Republican,2265,0.5758962623951183
North Dakota,walsh,Donald Trump,Republican,2995,0.6460310612597067
North Dakota,ward,Donald Trump,Republican,18636,0.6798482416459944
North Dakota,wells,Donald Trump,Republican,1796,0.7536718422156945
North Dakota,williams,Donald Trump,Republican,10069,0.7862106660420083
Ohio,adams,Donald Trump,Republican,8659,0.7623030196320099
Ohio,allen,Donald Trump,Republican,30487,0.6642916285353205
Ohio,ashland,Donald Trump,Republican,17493,0.7113867425782838
Ohio,ashtabula,Donald Trump,Republican,23318,0.5705826216751902
Ohio,athens,Hillary Clinton,Democratic,16370,0.5559895391094658
Ohio,auglaize,Donald Trump,Republican,18658,0.7896897617132941
Ohio,belmont,Donald Trump,Republican,21108,0.6782340466550992
Ohio,brown,Donald Trump,Republican,14573,0.7432549599632784
Ohio,butler,Donald Trump,Republican,106976,0.615373995478575
Ohio,carroll,Donald Trump,Republican,9254,0.7078170414563255
Ohio,champaign,Donald Trump,Republican,12631,0.6976911179849757
Ohio,clark,Donald Trump,Republican,35205,0.5731006527861433
Ohio,clermont,Donald Trump,Republican,67518,0.6811674619909001
