State,County,Candidate,Party,Votes,Vote %
Georgia,heard,Donald Trump,Republican,3370,0.7980108927302866
Georgia,henry,Hillary Clinton,Democratic,50057,0.5068242107607881
Georgia,houston,Donald Trump,Republican,35430,0.5897235306845986
Georgia,irwin,Donald Trump,Republican,2716,0.7400544959128066
Georgia,jackson,Donald Trump,Republican,21784,0.8011769032732622
Georgia,jasper,Donald Trump,Republican,4360,0.7212572373862697
Georgia,jeff davis,Donald Trump,Republican,4104,0.8053375196232339
Georgia,jefferson,Hillary Clinton,Democratic,3821,0.5483639494833524
Georgia,jenkins,Donald Trump,Republican,1895,0.6200916230366492
Georgia,johnson,Donald Trump,Republican,2519,0.6833966359196961
Georgia,jones,Donald Trump,Republican,8305,0.6617002629272568
Georgia,lamar,Donald Trump,Republican,5190,0.6818181818181818
Georgia,lanier,Donald Trump,Republican,1984,0.6910484151863462
Georgia,laurens,Donald Trump,Republican,12411,0.635483870967742
Georgia,lee,Donald Trump,Republican,10646,0.7527398713144312
Georgia,liberty,Hillary Clinton,Democratic,9556,0.5919593631914761
Georgia,lincoln,Donald Trump,Republican,2759,0.6725987323256948
Georgia,long,Donald Trump,Republican,2626,0.6378430896283702
Georgia,lowndes,Donald Trump,Republican,21635,0.572278799100648
Georgia,lumpkin,Donald Trump,Republican,9619,0.7741649899396378
Georgia,mcduffie,Donald Trump,Republican,5432,0.5861027190332326
Georgia,mcintosh,Donald Trump,Republican,3487,0.5907165847873962
Georgia,macon,Hillary Clinton,Democratic,2705,0.6309773734546302
Georgia,madison,Donald Trump,Republican,9201,0.7668778129688282
Georgia,marion,Donald Trump,Republican,1921,0.6021943573667712
Georgia,meriwether,Donald Trump,Republican,5222,0.566561788000434
Georgia,miller,Donald Trump,Republican,1891,0.7433176100628931
Georgia,mitchell,Donald Trump,Republican,4279,0.5430203045685279
Georgia,monroe,Donald Trump,Republican,8832,0.6961456609127453
Georgia,montgomery,Donald Trump,Republican,2670,0.7466442953020134
Georgia,morgan,Donald Trump,Republican,6559,0.6922427440633245
Georgia,murray,Donald Trump,Republican,10341,0.830069031947343
Georgia,muscogee,Hillary Clinton,Democratic,39851,0.577282999188782
Georgia,newton,Hillary Clinton,Democratic,21943,0.4988519335258145
Georgia,oconee,Donald Trump,Republican,13425,0.6662861680480421
Georgia,oglethorpe,Donald Trump,Republican,4625,0.6929877135151333
Georgia,paulding,Donald Trump,Republican,44662,0.6882724610879951
Georgia,peach,Donald Trump,Republican,5413,0.5034412202380952
Georgia,pickens,Donald Trump,Republican,11651,0.8299615329819062
Georgia,pierce,Donald Trump,Republican,6302,0.8619887840240733
Georgia,pike,Donald Trump,Republican,7278,0.8341547277936963
Georgia,polk,Donald Trump,Republican,11014,0.7748153359127682
Georgia,pulaski,Donald Trump,Republican,2437,0.676005547850208
Georgia,putnam,Donald Trump,Republican,6544,0.6897133220910624
Georgia,quitman,Donald Trump,Republican,575,0.5507662835249042
Georgia,rabun,Donald Trump,Republican,6287,0.7866616616616616
Georgia,randolph,Hillary Clinton,Democratic,1598,0.55122456019317
Georgia,richmond,Hillary Clinton,Democratic,48814,0.6464146196119976
Georgia,rockdale,Hillary Clinton,Democratic,23255,0.6140906810319786
Georgia,schley,Donald Trump,Republican,1472,0.7710843373493976
Georgia,screven,Donald Trump,Republican,3305,0.5783027121609798
Georgia,seminole,Donald Trump,Republican,2345,0.6535674470457079
Georgia,spalding,Donald Trump,Republican,15646,0.6086990351696234
Georgia,stephens,Donald Trump,Republican,7686,0.7830871115639327
Georgia,stewart,Hillary Clinton,Democratic,1222,0.5937803692905733
Georgia,sumter,Hillary Clinton,Democratic,5520,0.5030071077091307
Georgia,talbot,Hillary Clinton,Democratic,2002,0.6167590881084412
Georgia,taliaferro,Hillary Clinton,Democratic,545,0.6075808249721293
Georgia,tattnall,Donald Trump,Republican,5096,0.7382297551789078
Georgia,taylor,Donald Trump,Republican,2064,0.6056338028169014
Georgia,telfair,Donald Trump,Republican,2450,0.6454162276080084
Georgia,terrell,Hillary Clinton,Democratic,2267,0.5411792790642158
Georgia,thomas,Donald Trump,Republican,11228,0.5971705137751303
Georgia,tift,Donald Trump,Republican,9584,0.6740277094029116
Georgia,toombs,Donald Trump,Republican,6615,0.7239001969796455
Georgia,towns,Donald Trump,Republican,5383,0.7958308693081018
Georgia,treutlen,Donald Trump,Republican,1809,0.6692563817980022
Georgia,troup,Donald Trump,Republican,15750,0.6031940561449197
Georgia,turner,Donald Trump,Republican,2095,0.6165391406709829
Georgia,twiggs,Donald Trump,Republican,2035,0.5013550135501355
Georgia,union,Donald Trump,Republican,9852,0.8167122606316837
Georgia,upson,Donald Trump,Republican,7292,0.6669105542344979
Georgia,walker,Donald Trump,Republican,18950,0.7910335615294707
Georgia,walton,Donald Trump,Republican,31125,0.7647795960489459
Georgia,ware,Donald Trump,Republican,8513,0.6987032173342088
Georgia,warren,Hillary Clinton,Democratic,1314,0.5629820051413882
Georgia,washington,Hillary Clinton,Democratic,4200,0.4963952251506914
Georgia,wayne,Donald Trump,Republican,8153,0.7829636031883223
Georgia,webster,Donald Trump,Republican,630,0.5645161290322581
Georgia,wheeler,Donald Trump,Republican,1421,0.6760228353948621
Georgia,white,Donald Trump,Republican,9761,0.8255941808339677
Georgia,whitfield,Donald Trump,Republican,21537,0.7024920086111293
Georgia,wilcox,Donald Trump,Republican,2096,0.7043010752688172
Georgia,wilkes,Donald Trump,Republican,2572,0.5733392777530094
Georgia,wilkinson,Donald Trump,Republican,2333,0.5442034056449732
Georgia,worth,Donald Trump,Republican,6152,0.7416515973477998
Hawaii,hawaii,Hillary Clinton,Democratic,41259,0.6360553131792746
Hawaii,honolulu,Hillary Clinton,Democratic,175696,0.6147730851324399
Hawaii,kauai,Hillary Clinton,Democratic,16456,0.6248718435542054
Hawaii,maui,Hillary Clinton,Democratic,33480,0.6445278660121282
Idaho,ada,Donald Trump,Republican,93752,0.47913568322013195
Idaho,adams,Donald Trump,Republican,1556,0.7127805771873569
Idaho,bannock,Donald Trump,Republican,17180,0.514124970074216
Idaho,bear lake,Donald Trump,Republican,2203,0.7523907103825137
Idaho,benewah,Donald Trump,Republican,3103,0.741457586618877
Idaho,bingham,Donald Trump,Republican,10907,0.6560601503759399
Idaho,blaine,Hillary Clinton,Democratic,6416,0.59828422230511
Idaho,boise,Donald Trump,Republican,2673,0.7008390141583639
Idaho,bonner,Donald Trump,Republican,13343,0.6371102516353913
Idaho,bonneville,Donald Trump,Republican,26699,0.6037629180705999
Idaho,boundary,Donald Trump,Republican,3789,0.7338756536897153
Idaho,butte,Donald Trump,Republican,914,0.7430894308943089
Idaho,camas,Donald Trump,Republican,410,0.6949152542372882
Idaho,canyon,Donald Trump,Republican,47222,0.648787524902109
Idaho,caribou,Donald Trump,Republican,2275,0.7495881383855024
Idaho,cassia,Donald Trump,Republican,5949,0.727439471753485
Idaho,clark,Donald Trump,Republican,203,0.7173144876325088
Idaho,clearwater,Donald Trump,Republican,2852,0.7503288608260984
Idaho,custer,Donald Trump,Republican,1777,0.7361226180613091
Idaho,elmore,Donald Trump,Republican,5816,0.6824689040131424
Idaho,franklin,Donald Trump,Republican,3901,0.7094017094017094
Idaho,fremont,Donald Trump,Republican,4090,0.715660542432196
Idaho,gem,Donald Trump,Republican,5980,0.7518229821473472
Idaho,gooding,Donald Trump,Republican,3743,0.7210556732806781
Idaho,idaho,Donald Trump,Republican,6441,0.7823393659662334
Idaho,jefferson,Donald Trump,Republican,8436,0.7351633986928104
Idaho,jerome,Donald Trump,Republican,4644,0.6878980891719745
Idaho,kootenai,Donald Trump,Republican,44449,0.6703212185190771
Idaho,latah,Hillary Clinton,Democratic,8093,0.44533098552798106
Idaho,lemhi,Donald Trump,Republican,3011,0.735107421875
Idaho,lewis,Donald Trump,Republican,1202,0.7559748427672957
Idaho,lincoln,Donald Trump,Republican,1184,0.6773455377574371
Idaho,madison,Donald Trump,Republican,8941,0.5699260581336053
Idaho,minidoka,Donald Trump,Republican,4887,0.7112501819240286
Idaho,nez perce,Donald Trump,Republican,10699,0.6219987210045927
Idaho,oneida,Donald Trump,Republican,1531,0.7403288201160542
Idaho,owyhee,Donald Trump,Republican,3052,0.7775796178343949
Idaho,payette,Donald Trump,Republican,6489,0.7455193014705882
Idaho,power,Donald Trump,Republican,1666,0.6040609137055838
Idaho,shoshone,Donald Trump,Republican,3297,0.6439453125
Idaho,teton,Donald Trump,Republican,2167,0.4354903536977492
Idaho,twin falls,Donald Trump,Republican,19828,0.6637209613710919
Idaho,valley,Donald Trump,Republican,2906,0.5432791175920733
Idaho,washington,Donald Trump,Republican,3283,0.7369248035914703
Illinois,adams,Donald Trump,Republican,22790,0.7132797095552564
Illinois,alexander,Donald Trump,Republican,1496,0.5256500351370345
Illinois,bond,Donald Trump,Republican,4888,0.6491367861885791
Illinois,boone,Donald Trump,Republican,12282,0.5339767836181035
Illinois,brown,Donald Trump,Republican,1796,0.7549390500210172
Illinois,bureau,Donald Trump,Republican,9281,0.5600748295214532
Illinois,calhoun,Donald Trump,Republican,1721,0.6693893426682225
Illinois,carroll,Donald Trump,Republican,4434,0.5955674949630625
Illinois,cass,Donald Trump,Republican,3216,0.6276346604215457
Illinois,champaign,Hillary Clinton,Democratic,50137,0.5471799013402017
Illinois,christian,Donald Trump,Republican,10543,0.6819975418849861
Illinois,clark,Donald Trump,Republican,5622,0.7091321897073662
Illinois,clay,Donald Trump,Republican,5021,0.7907086614173229
Illinois,clinton,Donald Trump,Republican,12412,0.7125552557552098
Illinois,coles,Donald Trump,Republican,13003,0.5947491195169922
Illinois,cook,Hillary Clinton,Democratic,1611946,0.7467501152359267
Illinois,crawford,Donald Trump,Republican,6277,0.719179651695692
Illinois,cumberland,Donald Trump,Republican,4206,0.7555236213400395
Illinois,dekalb,Hillary Clinton,Democratic,20466,0.46940366972477066
Illinois,de witt,Donald Trump,Republican,5077,0.6730743735914092
Illinois,douglas,Donald Trump,Republican,5698,0.6975149957155099
Illinois,dupage,Hillary Clinton,Democratic,228622,0.5332055255860382
Illinois,edgar,Donald Trump,Republican,5645,0.7170074939667217
Illinois,edwards,Donald Trump,Republican,2778,0.829997012249776
Illinois,effingham,Donald Trump,Republican,13635,0.7743199500255551
Illinois,fayette,Donald Trump,Republican,7372,0.7691184141888368
Illinois,ford,Donald Trump,Republican,4480,0.7004377736085053
Illinois,franklin,Donald Trump,Republican,13116,0.7009780343113676
Illinois,fulton,Donald Trump,Republican,8492,0.5375704247641957
Illinois,gallatin,Donald Trump,Republican,1942,0.717399335057259
Illinois,greene,Donald Trump,Republican,4145,0.7421665174574754
Illinois,grundy,Donald Trump,Republican,13454,0.5789904032362181
Illinois,hamilton,Donald Trump,Republican,3206,0.7695631301008161
Illinois,hancock,Donald Trump,Republican,6430,0.7049665606841355
Illinois,hardin,Donald Trump,Republican,1653,0.7695530726256983
Illinois,henderson,Donald Trump,Republican,2155,0.6125639567936327
Illinois,henry,Donald Trump,Republican,13985,0.5675039564988029
Illinois,iroquois,Donald Trump,Republican,9750,0.7463257807715861
Illinois,jackson,Hillary Clinton,Democratic,11634,0.4726002356095381
Illinois,jasper,Donald Trump,Republican,3975,0.7739485981308412
Illinois,jefferson,Donald Trump,Republican,11695,0.6879816459791752
Illinois,jersey,Donald Trump,Republican,7748,0.7049404057865526
Illinois,jo daviess,Donald Trump,Republican,6121,0.5400564672666314
Illinois,johnson,Donald Trump,Republican,4649,0.7635079651831171
Illinois,kane,Hillary Clinton,Democratic,103665,0.5201089737800656
Illinois,kankakee,Donald Trump,Republican,25129,0.531212345418032
Illinois,kendall,Donald Trump,Republican,24961,0.4670234063651842
Illinois,knox,Donald Trump,Republican,10737,0.4827136627253518
Illinois,lake,Hillary Clinton,Democratic,171095,0.5637025566684238
Illinois,lasalle,Donald Trump,Republican,26689,0.5365378043141749
Illinois,lawrence,Donald Trump,Republican,4521,0.7418772563176895
Illinois,lee,Donald Trump,Republican,8612,0.5560074891858738
Illinois,livingston,Donald Trump,Republican,10208,0.668544108978977
Illinois,logan,Donald Trump,Republican,8181,0.6597048625110878
Illinois,mcdonough,Donald Trump,Republican,6795,0.519019248395967
Illinois,mchenry,Donald Trump,Republican,71612,0.5051992945326279
Illinois,mclean,Donald Trump,Republican,37237,0.46642450053234796
Illinois,macon,Donald Trump,Republican,26866,0.5590095713691219
Illinois,macoupin,Donald Trump,Republican,14322,0.6405187835420394
Illinois,madison,Donald Trump,Republican,70490,0.5414851857826531
Illinois,marion,Donald Trump,Republican,11859,0.6945648354222795
Illinois,marshall,Donald Trump,Republican,3785,0.6325200534759359
Illinois,mason,Donald Trump,Republican,4058,0.6256552574776442
Illinois,massac,Donald Trump,Republican,4846,0.7251234475534939
Illinois,menard,Donald Trump,Republican,4231,0.649424405218726
Illinois,mercer,Donald Trump,Republican,4807,0.5638709677419355
Illinois,monroe,Donald Trump,Republican,12629,0.6525266094864111
Illinois,montgomery,Donald Trump,Republican,8630,0.6649714902142086
Illinois,morgan,Donald Trump,Republican,9076,0.6132432432432432
Illinois,moultrie,Donald Trump,Republican,4455,0.7090561833519019
Illinois,ogle,Donald Trump,Republican,14352,0.5932294465341215
Illinois,peoria,Hillary Clinton,Democratic,38060,0.48482223609288816
Illinois,perry,Donald Trump,Republican,6855,0.6957271896884197
Illinois,piatt,Donald Trump,Republican,5634,0.6254440497335702
Illinois,pike,Donald Trump,Republican,5754,0.7641434262948207
Illinois,pope,Donald Trump,Republican,1678,0.7833800186741363
Illinois,pulaski,Donald Trump,Republican,1675,0.6124314442413162
Illinois,putnam,Donald Trump,Republican,1767,0.5679845708775313
Illinois,randolph,Donald Trump,Republican,10023,0.7061434408905172
Illinois,richland,Donald Trump,Republican,5739,0.7468766267568975
Illinois,rock island,Hillary Clinton,Democratic,32298,0.5047035659593087
Illinois,st. clair,Hillary Clinton,Democratic,60756,0.5038646541715044
Illinois,saline,Donald Trump,Republican,8276,0.7269852424455376
Illinois,sangamon,Donald Trump,Republican,49944,0.5077002836144064
Illinois,schuyler,Donald Trump,Republican,2524,0.6593521421107628
Illinois,scott,Donald Trump,Republican,1966,0.7538343558282209
Illinois,shelby,Donald Trump,Republican,8229,0.7474114441416894
Illinois,stark,Donald Trump,Republican,1778,0.6481954064892453
Illinois,stephenson,Donald Trump,Republican,11083,0.5448065673696112
Illinois,tazewell,Donald Trump,Republican,38707,0.6010403726708075
Illinois,union,Donald Trump,Republican,5790,0.6782242005388309
Illinois,vermilion,Donald Trump,Republican,19087,0.6243702976774615
Illinois,wabash,Donald Trump,Republican,4047,0.7406661786237189
Illinois,warren,Donald Trump,Republican,4275,0.5475855001921353
Illinois,washington,Donald Trump,Republican,5571,0.7501009829002289
Illinois,wayne,Donald Trump,Republican,6967,0.8433603679941896
Illinois,white,Donald Trump,Republican,5640,0.7689161554192229
Illinois,whiteside,Donald Trump,Republican,12615,0.4931201626143382
Illinois,will,Hillary Clinton,Democratic,151927,0.5049018956211948
Illinois,williamson,Donald Trump,Republican,21570,0.6771945246766294
Illinois,winnebago,Hillary Clinton,Democratic,55713,0.47064438737581943
Illinois,woodford,Donald Trump,Republican,13207,0.6648711236407572
Indiana,adams,Donald Trump,Republican,9648,0.7370511841100076
Indiana,allen,Donald Trump,Republican,83930,0.5704207643216866
Indiana,bartholomew,Donald Trump,Republican,20640,0.6352723915050785
Indiana,benton,Donald Trump,Republican,2579,0.7034915439170758
Indiana,blackford,Donald Trump,Republican,3350,0.6922917958255838
Indiana,boone,Donald Trump,Republican,19654,0.6107899807321773
Indiana,brown,Donald Trump,Republican,5016,0.6313404657016992
Indiana,carroll,Donald Trump,Republican,6273,0.7257896563693162
Indiana,cass,Donald Trump,Republican,9701,0.6827362938982335
Indiana,clark,Donald Trump,Republican,30035,0.587228967485874
Indiana,clay,Donald Trump,Republican,8531,0.7561602552738876
