state,county,candidate,party,candidatevotes,totalvotes
California,napa,Other,Other,4762,61372
California,nevada,Hillary Clinton,Democratic,26053,54935
California,nevada,Donald Trump,Republican,23365,54935
California,nevada,Other,Other,5517,54935
California,orange,Hillary Clinton,Democratic,609961,1197521
California,orange,Donald Trump,Republican,507148,1197521
California,orange,Other,Other,80412,1197521
California,placer,Hillary Clinton,Democratic,73509,182839
California,placer,Donald Trump,Republican,95138,182839
California,placer,Other,Other,14192,182839
California,plumas,Hillary Clinton,Democratic,3459,9676
California,plumas,Donald Trump,Republican,5420,9676
California,plumas,Other,Other,797,9676
California,riverside,Hillary Clinton,Democratic,373695,751391
California,riverside,Donald Trump,Republican,333243,751391
California,riverside,Other,Other,44453,751391
California,sacramento,Hillary Clinton,Democratic,326023,559330
California,sacramento,Donald Trump,Republican,189789,559330
California,sacramento,Other,Other,43518,559330
California,san benito,Hillary Clinton,Democratic,12521,21924
California,san benito,Donald Trump,Republican,7841,21924
California,san benito,Other,Other,1562,21924
California,san bernardino,Hillary Clinton,Democratic,340833,653983
California,san bernardino,Donald Trump,Republican,271240,653983
California,san bernardino,Other,Other,41910,653983
California,san diego,Hillary Clinton,Democratic,735476,1306400
California,san diego,Donald Trump,Republican,477766,1306400
California,san diego,Other,Other,93158,1306400
California,san francisco,Hillary Clinton,Democratic,345084,405792
California,san francisco,Donald Trump,Republican,37688,405792
California,san francisco,Other,Other,23020,405792
California,san joaquin,Hillary Clinton,Democratic,121124,224166
California,san joaquin,Donald Trump,Republican,88936,224166
California,san joaquin,Other,Other,14106,224166
California,san luis obispo,Hillary Clinton,Democratic,67107,135009
California,san luis obispo,Donald Trump,Republican,56164,135009
California,san luis obispo,Other,Other,11738,135009
California,san mateo,Hillary Clinton,Democratic,237882,314384
California,san mateo,Donald Trump,Republican,57929,314384
California,san mateo,Other,Other,18573,314384
California,santa barbara,Hillary Clinton,Democratic,107142,176786
California,santa barbara,Donald Trump,Republican,56365,176786
California,santa barbara,Other,Other,13279,176786
California,santa clara,Hillary Clinton,Democratic,511684,703709
California,santa clara,Donald Trump,Republican,144826,703709
California,santa clara,Other,Other,47199,703709
California,santa cruz,Hillary Clinton,Democratic,95249,128821
California,santa cruz,Donald Trump,Republican,22438,128821
California,santa cruz,Other,Other,11134,128821
California,shasta,Hillary Clinton,Democratic,22301,80053
California,shasta,Donald Trump,Republican,51778,80053
California,shasta,Other,Other,5974,80053
California,sierra,Hillary Clinton,Democratic,601,1830
California,sierra,Donald Trump,Republican,1048,1830
California,sierra,Other,Other,181,1830
California,siskiyou,Hillary Clinton,Democratic,7234,20492
California,siskiyou,Donald Trump,Republican,11341,20492
California,siskiyou,Other,Other,1917,20492
California,solano,Hillary Clinton,Democratic,102360,166113
California,solano,Donald Trump,Republican,51920,166113
California,solano,Other,Other,11833,166113
California,sonoma,Hillary Clinton,Democratic,160435,231253
California,sonoma,Donald Trump,Republican,51408,231253
California,sonoma,Other,Other,19410,231253
California,stanislaus,Hillary Clinton,Democratic,81647,172146
California,stanislaus,Donald Trump,Republican,78494,172146
California,stanislaus,Other,Other,12005,172146
California,sutter,Hillary Clinton,Democratic,13076,33523
California,sutter,Donald Trump,Republican,18176,33523
California,sutter,Other,Other,2271,33523
California,tehama,Hillary Clinton,Democratic,6809,23908
California,tehama,Donald Trump,Republican,15494,23908
California,tehama,Other,Other,1605,23908
California,trinity,Hillary Clinton,Democratic,2214,5686
California,trinity,Donald Trump,Republican,2812,5686
California,trinity,Other,Other,660,5686
California,tulare,Hillary Clinton,Democratic,47585,112334
California,tulare,Donald Trump,Republican,58299,112334
California,tulare,Other,Other,6450,112334
California,tuolumne,Hillary Clinton,Democratic,9123,25529
California,tuolumne,Donald Trump,Republican,14551,25529
California,tuolumne,Other,Other,1855,25529
California,ventura,Hillary Clinton,Democratic,194402,351726
California,ventura,Donald Trump,Republican,132323,351726
California,ventura,Other,Other,25001,351726
California,yolo,Hillary Clinton,Democratic,54752,82090
California,yolo,Donald Trump,Republican,20739,82090
California,yolo,Other,Other,6599,82090
California,yuba,Hillary Clinton,Democratic,7910,22998
California,yuba,Donald Trump,Republican,13170,22998
California,yuba,Other,Other,1918,22998
Colorado,adams,Hillary Clinton,Democratic,96558,193665
Colorado,adams,Donald Trump,Republican,80082,193665
Colorado,adams,Other,Other,17025,193665
Colorado,alamosa,Hillary Clinton,Democratic,3189,6939
Colorado,alamosa,Donald Trump,Republican,3046,6939
Colorado,alamosa,Other,Other,704,6939
Colorado,arapahoe,Hillary Clinton,Democratic,159885,303046
Colorado,arapahoe,Donald Trump,Republican,117053,303046
Colorado,arapahoe,Other,Other,26108,303046
Colorado,archuleta,Hillary Clinton,Democratic,2500,7339
Colorado,archuleta,Donald Trump,Republican,4264,7339
Colorado,archuleta,Other,Other,575,7339
Colorado,baca,Hillary Clinton,Democratic,283,2153
Colorado,baca,Donald Trump,Republican,1753,2153
Colorado,baca,Other,Other,117,2153
Colorado,bent,Hillary Clinton,Democratic,590,1927
Colorado,bent,Donald Trump,Republican,1188,1927
Colorado,bent,Other,Other,149,1927
Colorado,boulder,Hillary Clinton,Democratic,132334,188142
Colorado,boulder,Donald Trump,Republican,41396,188142
Colorado,boulder,Other,Other,14412,188142
Colorado,broomfield,Hillary Clinton,Democratic,19731,37689
Colorado,broomfield,Donald Trump,Republican,14367,37689
Colorado,broomfield,Other,Other,3591,37689
Colorado,chaffee,Hillary Clinton,Democratic,4888,11250
Colorado,chaffee,Donald Trump,Republican,5391,11250
Colorado,chaffee,Other,Other,971,11250
Colorado,cheyenne,Hillary Clinton,Democratic,132,1102
Colorado,cheyenne,Donald Trump,Republican,925,1102
Colorado,cheyenne,Other,Other,45,1102
Colorado,clear creek,Hillary Clinton,Democratic,2729,5866
Colorado,clear creek,Donald Trump,Republican,2575,5866
Colorado,clear creek,Other,Other,562,5866
Colorado,conejos,Hillary Clinton,Democratic,1771,4022
Colorado,conejos,Donald Trump,Republican,1914,4022
Colorado,conejos,Other,Other,337,4022
Colorado,costilla,Hillary Clinton,Democratic,1125,1848
Colorado,costilla,Donald Trump,Republican,588,1848
Colorado,costilla,Other,Other,135,1848
Colorado,crowley,Hillary Clinton,Democratic,339,1527
Colorado,crowley,Donald Trump,Republican,1079,1527
Colorado,crowley,Other,Other,109,1527
Colorado,custer,Hillary Clinton,Democratic,797,3066
Colorado,custer,Donald Trump,Republican,2061,3066
Colorado,custer,Other,Other,208,3066
Colorado,delta,Hillary Clinton,Democratic,4087,16790
Colorado,delta,Donald Trump,Republican,11655,16790
Colorado,delta,Other,Other,1048,16790
Colorado,denver,Hillary Clinton,Democratic,244551,331852
Colorado,denver,Donald Trump,Republican,62690,331852
Colorado,denver,Other,Other,24611,331852
Colorado,dolores,Hillary Clinton,Democratic,242,1255
Colorado,dolores,Donald Trump,Republican,944,1255
Colorado,dolores,Other,Other,69,1255
Colorado,douglas,Hillary Clinton,Democratic,68657,187499
Colorado,douglas,Donald Trump,Republican,102573,187499
Colorado,douglas,Other,Other,16269,187499
Colorado,eagle,Hillary Clinton,Democratic,14099,25223
Colorado,eagle,Donald Trump,Republican,8990,25223
Colorado,eagle,Other,Other,2134,25223
Colorado,elbert,Hillary Clinton,Democratic,3134,15978
Colorado,elbert,Donald Trump,Republican,11705,15978
Colorado,elbert,Other,Other,1139,15978
Colorado,el paso,Hillary Clinton,Democratic,108010,318967
Colorado,el paso,Donald Trump,Republican,179228,318967
Colorado,el paso,Other,Other,31729,318967
Colorado,fremont,Hillary Clinton,Democratic,5297,21973
Colorado,fremont,Donald Trump,Republican,15122,21973
Colorado,fremont,Other,Other,1554,21973
Colorado,garfield,Hillary Clinton,Democratic,11271,26470
Colorado,garfield,Donald Trump,Republican,13132,26470
Colorado,garfield,Other,Other,2067,26470
Colorado,gilpin,Hillary Clinton,Democratic,1634,3576
Colorado,gilpin,Donald Trump,Republican,1566,3576
Colorado,gilpin,Other,Other,376,3576
Colorado,grand,Hillary Clinton,Democratic,3358,8588
Colorado,grand,Donald Trump,Republican,4494,8588
Colorado,grand,Other,Other,736,8588
Colorado,gunnison,Hillary Clinton,Democratic,5128,9412
Colorado,gunnison,Donald Trump,Republican,3289,9412
Colorado,gunnison,Other,Other,995,9412
Colorado,hinsdale,Hillary Clinton,Democratic,197,589
Colorado,hinsdale,Donald Trump,Republican,339,589
Colorado,hinsdale,Other,Other,53,589
Colorado,huerfano,Hillary Clinton,Democratic,1633,3783
Colorado,huerfano,Donald Trump,Republican,1883,3783
Colorado,huerfano,Other,Other,267,3783
Colorado,jackson,Hillary Clinton,Democratic,171,861
Colorado,jackson,Donald Trump,Republican,629,861
Colorado,jackson,Other,Other,61,861
Colorado,jefferson,Hillary Clinton,Democratic,160776,328882
Colorado,jefferson,Donald Trump,Republican,138177,328882
Colorado,jefferson,Other,Other,29929,328882
Colorado,kiowa,Hillary Clinton,Democratic,91,855
Colorado,kiowa,Donald Trump,Republican,728,855
Colorado,kiowa,Other,Other,36,855
Colorado,kit carson,Hillary Clinton,Democratic,536,3702
Colorado,kit carson,Donald Trump,Republican,2967,3702
Colorado,kit carson,Other,Other,199,3702
Colorado,lake,Hillary Clinton,Democratic,1616,3199
Colorado,lake,Donald Trump,Republican,1270,3199
Colorado,lake,Other,Other,313,3199
Colorado,la plata,Hillary Clinton,Democratic,15525,31150
Colorado,la plata,Donald Trump,Republican,12587,31150
Colorado,la plata,Other,Other,3038,31150
Colorado,larimer,Hillary Clinton,Democratic,93113,195980
Colorado,larimer,Donald Trump,Republican,83430,195980
Colorado,larimer,Other,Other,19437,195980
Colorado,las animas,Hillary Clinton,Democratic,2650,6793
Colorado,las animas,Donald Trump,Republican,3710,6793
Colorado,las animas,Other,Other,433,6793
Colorado,lincoln,Hillary Clinton,Democratic,409,2436
Colorado,lincoln,Donald Trump,Republican,1892,2436
Colorado,lincoln,Other,Other,135,2436
Colorado,logan,Hillary Clinton,Democratic,1851,9722
Colorado,logan,Donald Trump,Republican,7282,9722
Colorado,logan,Other,Other,589,9722
Colorado,mesa,Hillary Clinton,Democratic,21729,77653
Colorado,mesa,Donald Trump,Republican,49779,77653
Colorado,mesa,Other,Other,6145,77653
Colorado,mineral,Hillary Clinton,Democratic,237,652
Colorado,mineral,Donald Trump,Republican,344,652
Colorado,mineral,Other,Other,71,652
Colorado,moffat,Hillary Clinton,Democratic,874,6525
Colorado,moffat,Donald Trump,Republican,5305,6525
Colorado,moffat,Other,Other,346,6525
Colorado,montezuma,Hillary Clinton,Democratic,3973,12858
Colorado,montezuma,Donald Trump,Republican,7853,12858
Colorado,montezuma,Other,Other,1032,12858
Colorado,montrose,Hillary Clinton,Democratic,5466,21186
Colorado,montrose,Donald Trump,Republican,14382,21186
Colorado,montrose,Other,Other,1338,21186
Colorado,morgan,Hillary Clinton,Democratic,3151,11960
Colorado,morgan,Donald Trump,Republican,8145,11960
Colorado,morgan,Other,Other,664,11960
Colorado,otero,Hillary Clinton,Democratic,2943,8452
Colorado,otero,Donald Trump,Republican,4928,8452
Colorado,otero,Other,Other,581,8452
Colorado,ouray,Hillary Clinton,Democratic,1697,3310
Colorado,ouray,Donald Trump,Republican,1351,3310
Colorado,ouray,Other,Other,262,3310
Colorado,park,Hillary Clinton,Democratic,3421,10417
Colorado,park,Donald Trump,Republican,6135,10417
Colorado,park,Other,Other,861,10417
Colorado,phillips,Hillary Clinton,Democratic,436,2332
Colorado,phillips,Donald Trump,Republican,1791,2332
Colorado,phillips,Other,Other,105,2332
Colorado,pitkin,Hillary Clinton,Democratic,7333,10523
Colorado,pitkin,Donald Trump,Republican,2550,10523
Colorado,pitkin,Other,Other,640,10523
Colorado,prowers,Hillary Clinton,Democratic,1186,5016
Colorado,prowers,Donald Trump,Republican,3531,5016
Colorado,prowers,Other,Other,299,5016
Colorado,pueblo,Hillary Clinton,Democratic,35875,78646
Colorado,pueblo,Donald Trump,Republican,36265,78646
Colorado,pueblo,Other,Other,6506,78646
Colorado,rio blanco,Hillary Clinton,Democratic,436,3450
Colorado,rio blanco,Donald Trump,Republican,2791,3450
Colorado,rio blanco,Other,Other,223,3450
Colorado,rio grande,Hillary Clinton,Democratic,2001,5534
Colorado,rio grande,Donald Trump,Republican,3085,5534
Colorado,rio grande,Other,Other,448,5534
Colorado,routt,Hillary Clinton,Democratic,7600,13986
Colorado,routt,Donald Trump,Republican,5230,13986
Colorado,routt,Other,Other,1156,13986
Colorado,saguache,Hillary Clinton,Democratic,1417,2835
Colorado,saguache,Donald Trump,Republican,1147,2835
Colorado,saguache,Other,Other,271,2835
Colorado,san juan,Hillary Clinton,Democratic,265,506
Colorado,san juan,Donald Trump,Republican,215,506
Colorado,san juan,Other,Other,26,506
Colorado,san miguel,Hillary Clinton,Democratic,2975,4329
Colorado,san miguel,Donald Trump,Republican,1033,4329
Colorado,san miguel,Other,Other,321,4329
Colorado,sedgwick,Hillary Clinton,Democratic,267,1364
Colorado,sedgwick,Donald Trump,Republican,1015,1364
Colorado,sedgwick,Other,Other,82,1364
Colorado,summit,Hillary Clinton,Democratic,9557,16174
Colorado,summit,Donald Trump,Republican,5100,16174
Colorado,summit,Other,Other,1517,16174
Colorado,teller,Hillary Clinton,Democratic,3603,14444
Colorado,teller,Donald Trump,Republican,9745,14444
Colorado,teller,Other,Other,1096,14444
Colorado,washington,Hillary Clinton,Democratic,296,2733
Colorado,washington,Donald Trump,Republican,2299,2733
Colorado,washington,Other,Other,138,2733
Colorado,weld,Hillary Clinton,Democratic,46519,135428
Colorado,weld,Donald Trump,Republican,76651,135428
Colorado,weld,Other,Other,12258,135428
Colorado,yuma,Hillary Clinton,Democratic,726,4791
Colorado,yuma,Donald Trump,Republican,3850,4791
Colorado,yuma,Other,Other,215,4791
Connecticut,fairfield,Hillary Clinton,Democratic,243852,421209
Connecticut,fairfield,Donald Trump,Republican,160077,421209
Connecticut,fairfield,Other,Other,17280,421209
Connecticut,hartford,Hillary Clinton,Democratic,240403,406864
Connecticut,hartford,Donald Trump,Republican,148173,406864
Connecticut,hartford,Other,Other,18288,406864
Connecticut,litchfield,Hillary Clinton,Democratic,39775,97442
Connecticut,litchfield,Donald Trump,Republican,53051,97442
Connecticut,litchfield,Other,Other,4616,97442
Connecticut,middlesex,Hillary Clinton,Democratic,45357,88624
Connecticut,middlesex,Donald Trump,Republican,38867,88624
Connecticut,middlesex,Other,Other,4400,88624
Connecticut,new haven,Hillary Clinton,Democratic,205609,379006
Connecticut,new haven,Donald Trump,Republican,159048,379006
Connecticut,new haven,Other,Other,14349,379006
Connecticut,new london,Hillary Clinton,Democratic,62278,123528
Connecticut,new london,Donald Trump,Republican,54058,123528
Connecticut,new london,Other,Other,7192,123528
Connecticut,tolland,Hillary Clinton,Democratic,38506,77424
Connecticut,tolland,Donald Trump,Republican,34194,77424
Connecticut,tolland,Other,Other,4724,77424
Connecticut,windham,Hillary Clinton,Democratic,21792,50823
Connecticut,windham,Donald Trump,Republican,25747,50823
Connecticut,windham,Other,Other,3284,50823
Delaware,kent,Hillary Clinton,Democratic,33351,74598
Delaware,kent,Donald Trump,Republican,36991,74598
Delaware,kent,Other,Other,4256,74598
Delaware,new castle,Hillary Clinton,Democratic,162919,262391
Delaware,new castle,Donald Trump,Republican,85525,262391
Delaware,new castle,Other,Other,13947,262391
Delaware,sussex,Hillary Clinton,Democratic,39333,106008
Delaware,sussex,Donald Trump,Republican,62611,106008
Delaware,sussex,Other,Other,4064,106008
District of Columbia,district of columbia,Hillary Clinton,Democratic,282830,311268
District of Columbia,district of columbia,Donald Trump,Republican,12723,311268
District of Columbia,district of columbia,Other,Other,15715,311268
Florida,alachua,Hillary Clinton,Democratic,75820,128571
Florida,alachua,Donald Trump,Republican,46834,128571
Florida,alachua,Other,Other,5917,128571
Florida,baker,Hillary Clinton,Democratic,2112,12634
Florida,baker,Donald Trump,Republican,10294,12634
Florida,baker,Other,Other,228,12634
Florida,bay,Hillary Clinton,Democratic,21797,87453
Florida,bay,Donald Trump,Republican,62194,87453
Florida,bay,Other,Other,3462,87453
Florida,bradford,Hillary Clinton,Democratic,2924,12098
Florida,bradford,Donald Trump,Republican,8913,12098
Florida,bradford,Other,Other,261,12098
Florida,brevard,Hillary Clinton,Democratic,119679,314752
Florida,brevard,Donald Trump,Republican,181848,314752
Florida,brevard,Other,Other,13225,314752
Florida,broward,Hillary Clinton,Democratic,553320,831951
Florida,broward,Donald Trump,Republican,260951,831951
Florida,broward,Other,Other,17680,831951
Florida,calhoun,Hillary Clinton,Democratic,1241,6081
Florida,calhoun,Donald Trump,Republican,4655,6081
Florida,calhoun,Other,Other,185,6081
Florida,charlotte,Hillary Clinton,Democratic,33445,96374
Florida,charlotte,Donald Trump,Republican,60218,96374
Florida,charlotte,Other,Other,2711,96374
